"ID","Churned","Age","Married","Cust_years","Churned_contacts"
"4059",0,40,1,2,2
"4060",1,25,0,2,1
"4061",0,62,1,5,3
"4062",1,19,1,6,1
"4063",0,55,0,4,1
"4064",0,38,1,3,0
"4065",1,28,0,6,2
"4066",0,52,1,4,2
"4067",0,50,0,3,0
"4068",1,18,1,3,2
"4069",0,44,0,5,0
"4070",0,25,1,3,2
"4071",1,25,1,2,1
"4072",0,49,0,3,1
"4073",1,28,1,3,3
"4074",0,45,1,3,1
"4075",1,36,1,2,0
"4076",0,29,1,3,1
"4077",1,28,0,3,1
"4078",0,46,0,4,2
"4079",0,41,0,4,3
"4080",0,22,0,1,2
"4081",0,39,0,4,0
"4082",0,52,0,2,0
"4083",0,38,0,2,3
"4084",1,33,1,2,1
"4085",1,24,1,2,1
"4086",0,51,0,3,2
"4087",1,21,0,4,0
"4088",0,56,0,3,2
"4089",0,60,1,2,2
"4090",0,52,0,2,2
"4091",0,48,0,4,2
"4092",0,41,1,3,0
"4093",0,57,0,4,1
"4094",0,64,0,3,1
"4095",0,61,0,2,1
"4096",1,33,0,3,1
"4097",0,52,0,2,2
"4098",0,62,1,3,0
"4099",0,61,0,3,2
"4100",0,40,1,4,3
"4101",0,54,1,2,2
"4102",0,33,1,4,0
"4103",0,62,0,3,3
"4104",0,36,1,3,1
"4105",1,31,1,4,1
"4106",0,58,0,2,1
"4107",0,45,1,4,2
"4108",0,45,1,3,1
"4109",0,58,1,5,2
"4110",1,42,0,5,1
"4111",0,62,1,5,1
"4112",1,52,0,2,2
"4113",0,57,1,2,2
"4114",0,55,0,3,0
"4115",0,25,1,3,1
"4116",0,54,0,4,0
"4117",0,58,1,3,2
"4118",0,39,0,2,3
"4119",0,56,1,4,3
"4120",0,41,0,3,2
"4121",0,57,1,3,0
"4122",1,27,1,3,2
"4123",0,25,1,3,2
"4124",1,26,0,5,0
"4125",0,56,1,4,1
"4126",0,35,0,3,2
"4127",0,47,1,3,1
"4128",0,57,0,3,2
"4129",0,35,0,2,1
"4130",0,62,1,1,1
"4131",1,29,0,4,1
"4132",0,34,0,4,0
"4133",0,44,0,4,3
"4134",0,48,0,3,1
"4135",1,54,1,4,0
"4136",0,35,0,4,0
"4137",0,49,0,2,3
"4138",1,28,1,4,1
"4139",0,57,0,5,1
"4140",0,22,1,3,3
"4141",0,23,0,4,2
"4142",0,20,1,4,1
"4143",0,58,0,5,2
"4144",1,21,0,2,2
"4145",0,58,0,3,0
"4146",0,63,0,3,1
"4147",0,35,1,2,1
"4148",0,46,1,2,3
"4149",0,57,1,3,2
"4150",0,39,0,2,0
"4151",0,59,1,2,1
"4152",0,43,0,3,2
"4153",0,60,1,3,1
"4154",0,64,0,2,1
"4155",0,41,0,2,1
"4156",0,24,1,3,1
"4157",1,20,0,2,3
"4158",0,35,1,2,1
"4159",0,44,0,2,2
"4160",1,37,1,2,2
"4161",0,58,0,2,1
"4162",0,36,0,3,2
"4163",0,46,0,2,2
"4164",0,49,1,4,2
"4165",0,35,0,3,2
"4166",1,39,1,2,3
"4167",1,24,0,3,2
"4168",0,58,0,3,1
"4169",0,31,1,3,2
"4170",0,44,0,4,1
"4171",0,28,0,2,2
"4172",0,56,0,6,2
"4173",0,45,1,3,2
"4174",1,19,1,5,3
"4175",0,57,1,3,0
"4176",1,28,1,3,1
"4177",0,57,0,4,1
"4178",0,55,1,2,2
"4179",0,59,1,2,1
"4180",0,30,1,3,3
"4181",0,27,0,3,1
"4182",0,38,1,2,0
"4183",0,59,0,3,0
"4184",0,54,0,2,1
"4185",1,28,1,2,3
"4186",0,50,1,3,2
"4187",1,33,0,3,2
"4188",0,56,0,4,1
"4189",0,58,1,5,2
"4190",0,51,0,4,1
"4191",1,22,1,5,2
"4192",0,31,1,2,1
"4193",1,28,1,3,1
"4194",0,57,0,5,1
"4195",0,59,0,4,1
"4196",0,29,1,2,1
"4197",0,35,1,5,0
"4198",1,22,0,3,2
"4199",1,24,0,3,1
"4200",0,52,0,2,0
"4201",0,49,1,2,3
"4202",0,62,1,5,1
"4203",1,24,1,3,1
"4204",0,54,1,3,2
"4205",0,39,1,3,0
"4206",0,59,0,2,2
"4207",1,23,1,3,2
"4208",0,29,1,2,1
"4209",0,23,1,3,1
"4210",0,46,0,3,1
"4211",0,45,0,4,2
"4212",0,34,1,3,3
"4213",0,48,0,2,2
"4214",1,18,0,6,2
"4215",0,39,0,2,1
"4216",1,31,0,2,1
"4217",0,62,0,3,2
"4218",1,22,0,4,2
"4219",0,65,0,2,2
"4220",0,42,1,4,1
"4221",0,65,1,4,2
"4222",0,36,1,3,0
"4223",0,27,1,3,3
"4224",0,51,1,2,3
"4225",1,20,0,3,2
"4226",0,20,0,3,1
"4227",0,26,1,2,2
"4228",0,54,0,3,0
"4229",1,18,0,3,0
"4230",0,48,1,3,2
"4231",0,42,0,2,3
"4232",0,23,0,3,1
"4233",0,37,1,3,1
"4234",0,48,0,2,1
"4235",0,64,0,3,3
"4236",1,27,0,2,2
"4237",0,60,1,3,2
"4238",0,50,0,3,3
"4239",0,51,1,2,2
"4240",1,41,0,2,2
"4241",0,45,0,3,1
"4242",0,36,0,3,3
"4243",0,50,1,2,3
"4244",0,55,1,2,0
"4245",0,59,1,3,3
"4246",1,24,1,3,1
"4247",0,65,0,2,2
"4248",0,43,1,2,1
"4249",0,32,0,2,0
"4250",0,54,1,5,2
"4251",0,50,0,3,3
"4252",0,21,0,2,2
"4253",0,58,0,4,1
"4254",0,41,0,3,1
"4255",1,24,0,3,3
"4256",0,23,1,5,0
"4257",0,29,1,3,2
"4258",0,34,1,6,2
"4259",1,37,1,3,1
"4260",1,31,1,3,2
"4261",0,51,1,2,2
"4262",0,41,1,3,3
"4263",0,30,0,2,1
"4264",0,40,1,4,1
"4265",0,40,0,3,1
"4266",0,34,0,3,1
"4267",0,30,1,2,2
"4268",0,38,0,2,1
"4269",0,28,1,6,1
"4270",0,64,1,5,1
"4271",0,54,1,2,0
"4272",0,62,1,3,3
"4273",0,59,0,3,1
"4274",0,38,1,3,0
"4275",0,35,0,3,1
"4276",1,21,1,5,2
"4277",0,59,1,1,1
"4278",0,29,0,1,1
"4279",0,62,1,4,2
"4280",0,58,1,3,2
"4281",0,29,0,3,3
"4282",0,63,1,5,3
"4283",0,61,0,4,1
"4284",1,23,1,3,2
"4285",1,36,0,3,3
"4286",0,22,0,6,2
"4287",0,55,0,4,2
"4288",0,27,1,3,2
"4289",0,53,0,2,2
"4290",1,25,0,3,3
"4291",0,57,0,2,0
"4292",1,21,0,5,1
"4293",0,25,0,3,2
"4294",0,54,1,3,1
"4295",1,34,0,3,2
"4296",0,62,0,3,2
"4297",0,54,0,2,1
"4298",0,32,0,3,2
"4299",0,34,0,2,2
"4300",0,57,0,3,2
"4301",0,25,0,4,3
"4302",0,50,0,4,0
"4303",1,20,0,4,1
"4304",0,52,0,2,2
"4305",0,22,0,3,2
"4306",1,27,1,3,2
"4307",0,47,1,5,3
"4308",0,52,1,2,1
"4309",0,29,0,2,1
"4310",0,48,1,2,2
"4311",0,47,1,3,2
"4312",0,43,1,2,3
"4313",1,27,1,2,2
"4314",0,33,0,4,2
"4315",0,52,1,4,0
"4316",0,31,1,2,0
"4317",0,53,1,2,1
"4318",0,53,0,3,1
"4319",0,33,1,5,2
"4320",0,53,1,5,0
"4321",1,23,0,3,3
"4322",1,37,1,4,2
"4323",0,54,0,5,0
"4324",0,55,0,3,3
"4325",1,29,0,3,0
"4326",0,40,0,3,2
"4327",1,42,1,4,1
"4328",1,18,1,6,0
"4329",1,23,0,3,3
"4330",0,48,1,3,3
"4331",1,28,1,3,1
"4332",0,33,1,4,3
"4333",0,34,0,2,2
"4334",0,28,0,3,3
"4335",0,46,1,3,2
"4336",1,41,0,3,2
"4337",0,49,1,3,1
"4338",1,25,0,4,3
"4339",1,31,0,3,3
"4340",0,28,0,2,1
"4341",0,57,1,5,0
"4342",0,27,1,5,2
"4343",0,43,0,3,0
"4344",0,50,1,2,2
"4345",0,30,0,3,2
"4346",1,29,1,4,1
"4347",0,41,0,3,2
"4348",0,33,1,2,0
"4349",0,27,1,3,1
"4350",0,45,0,2,1
"4351",0,27,1,3,1
"4352",0,60,0,3,2
"4353",1,42,1,2,1
"4354",1,23,1,3,3
"4355",1,29,1,4,0
"4356",0,53,0,3,1
"4357",0,60,1,2,1
"4358",0,28,1,3,2
"4359",0,41,1,5,3
"4360",0,34,1,2,2
"4361",0,19,0,2,2
"4362",0,53,0,3,2
"4363",0,42,1,4,3
"4364",0,31,1,3,0
"4365",1,36,1,4,2
"4366",0,30,1,4,1
"4367",0,43,0,3,1
"4368",0,28,0,6,0
"4369",0,50,1,4,3
"4370",1,32,0,4,1
"4371",0,63,0,4,3
"4372",0,41,1,3,2
"4373",0,50,1,4,1
"4374",0,47,1,4,2
"4375",0,39,0,4,3
"4376",1,36,0,4,0
"4377",0,50,0,3,1
"4378",0,32,0,4,1
"4379",0,32,1,2,1
"4380",0,34,0,2,0
"4381",1,28,0,3,1
"4382",0,53,0,3,2
"4383",0,39,0,3,1
"4384",0,34,0,5,2
"4385",0,34,1,2,1
"4386",0,64,1,2,0
"4387",0,45,0,2,2
"4388",0,51,0,1,2
"4389",0,64,1,3,1
"4390",0,54,0,3,2
"4391",1,28,1,2,2
"4392",0,49,0,4,1
"4393",0,52,0,2,2
"4394",0,33,1,2,2
"4395",0,45,0,4,1
"4396",0,35,0,3,1
"4397",0,38,1,2,3
"4398",1,28,1,3,1
"4399",0,43,1,8,3
"4400",0,54,1,5,1
"4401",0,63,1,3,3
"4402",0,64,1,3,2
"4403",0,41,0,2,2
"4404",0,49,0,3,1
"4405",0,63,0,2,1
"4406",1,38,0,4,2
"4407",0,24,0,4,0
"4408",0,58,0,3,2
"4409",1,24,1,3,1
"4410",0,26,1,3,1
"4411",0,42,1,3,3
"4412",0,29,1,6,0
"4413",0,25,0,3,2
"4414",0,55,1,2,1
"4415",0,63,1,4,2
"4416",0,36,0,3,0
"4417",1,35,1,2,3
"4418",1,33,1,4,2
"4419",0,53,0,3,3
"4420",0,31,1,2,0
"4421",0,27,0,3,2
"4422",0,56,0,4,1
"4423",0,62,0,2,3
"4424",1,32,1,2,3
"4425",0,26,1,4,2
"4426",0,46,1,3,3
"4427",0,59,1,5,2
"4428",0,48,0,2,1
"4429",1,21,1,5,2
"4430",0,54,0,3,3
"4431",1,26,0,3,1
"4432",0,46,1,3,2
"4433",0,41,0,5,1
"4434",1,31,1,1,2
"4435",0,61,1,3,3
"4436",0,32,1,2,2
"4437",0,44,0,4,1
"4438",0,50,1,2,2
"4439",1,19,0,2,1
"4440",0,22,0,2,0
"4441",0,39,1,3,1
"4442",0,52,0,3,3
"4443",0,38,1,3,2
"4444",0,52,1,2,2
"4445",0,29,0,5,2
"4446",0,34,1,5,0
"4447",0,35,0,3,2
"4448",0,61,1,3,3
"4449",0,49,1,3,2
"4450",0,52,1,3,3
"4451",0,34,1,3,2
"4452",0,61,0,3,2
"4453",0,33,0,3,2
"4454",1,38,0,3,3
"4455",0,59,0,3,1
"4456",0,58,1,2,1
"4457",0,55,1,3,0
"4458",0,56,0,4,0
"4459",0,35,0,2,2
"4460",0,34,0,3,0
"4461",1,28,0,2,1
"4462",0,55,1,3,2
"4463",1,20,1,5,2
"4464",0,27,0,3,2
"4465",0,21,1,3,2
"4466",0,52,1,5,2
"4467",0,40,1,5,2
"4468",1,24,0,2,3
"4469",0,54,0,3,0
"4470",0,32,1,3,3
"4471",1,25,1,2,2
"4472",0,36,0,2,2
"4473",0,58,0,3,0
"4474",1,28,1,2,0
"4475",0,33,1,2,1
"4476",0,21,1,3,2
"4477",1,42,1,2,1
"4478",0,50,1,3,1
"4479",0,56,1,3,2
"4480",0,62,0,2,2
"4481",0,35,1,3,0
"4482",0,53,0,4,0
"4483",0,26,1,2,1
"4484",0,64,0,3,1
"4485",0,47,1,2,2
"4486",0,55,1,2,0
"4487",0,59,1,4,1
"4488",0,42,1,5,2
"4489",0,56,1,2,3
"4490",0,63,1,2,2
"4491",0,46,1,7,2
"4492",0,57,0,5,0
"4493",0,38,1,4,0
"4494",0,29,1,5,2
"4495",0,32,0,3,2
"4496",0,60,0,6,0
"4497",0,53,0,3,2
"4498",1,27,1,3,1
"4499",0,27,1,2,2
"4500",0,49,1,5,2
"4501",0,45,1,5,1
"4502",0,62,0,5,2
"4503",0,49,0,3,2
"4504",0,60,0,3,0
"4505",0,63,0,2,1
"4506",0,37,0,3,0
"4507",0,30,0,3,1
"4508",0,25,0,6,2
"4509",0,55,1,2,2
"4510",0,59,0,2,0
"4511",0,52,0,4,3
"4512",1,40,1,3,3
"4513",0,50,0,3,2
"4514",1,28,0,4,2
"4515",0,56,1,2,2
"4516",0,51,1,1,0
"4517",0,52,1,4,3
"4518",0,39,1,2,1
"4519",0,40,1,3,1
"4520",0,53,1,3,2
"4521",1,29,1,5,1
"4522",0,44,1,4,0
"4523",0,51,0,3,2
"4524",0,41,0,2,2
"4525",0,23,1,4,3
"4526",0,51,1,2,1
"4527",0,45,1,6,2
"4528",0,62,0,6,3
"4529",0,49,1,3,0
"4530",1,59,1,3,2
"4531",0,54,0,3,2
"4532",0,60,1,2,2
"4533",0,60,1,1,3
"4534",0,50,0,4,2
"4535",0,53,0,2,3
"4536",0,56,0,3,1
"4537",0,47,1,3,1
"4538",0,51,1,4,2
"4539",0,51,0,2,1
"4540",0,25,1,2,1
"4541",0,22,0,3,2
"4542",0,53,0,4,1
"4543",0,53,0,3,0
"4544",1,25,0,4,3
"4545",0,57,0,6,1
"4546",0,24,1,3,1
"4547",0,47,1,3,0
"4548",1,33,0,3,1
"4549",0,31,0,4,2
"4550",0,31,1,2,3
"4551",1,23,1,3,1
"4552",0,31,1,4,3
"4553",0,36,1,4,0
"4554",0,56,0,3,1
"4555",0,55,0,3,2
"4556",0,44,0,2,1
"4557",1,26,1,4,2
"4558",0,63,1,2,2
"4559",1,36,1,4,3
"4560",0,60,1,2,0
"4561",0,58,1,3,1
"4562",1,24,0,4,1
"4563",0,24,1,4,3
"4564",0,32,1,2,2
"4565",0,63,1,1,1
"4566",0,26,0,3,0
"4567",0,28,0,2,2
"4568",0,60,0,3,3
"4569",0,34,1,5,1
"4570",0,51,1,2,2
"4571",0,37,1,2,2
"4572",0,56,0,2,2
"4573",0,63,0,4,2
"4574",0,50,0,3,3
"4575",0,64,1,2,2
"4576",1,21,1,2,1
"4577",1,25,0,3,0
"4578",0,62,0,3,2
"4579",0,42,0,3,0
"4580",0,32,1,5,3
"4581",0,53,0,3,2
"4582",1,20,1,5,0
"4583",1,23,0,3,3
"4584",1,22,1,4,3
"4585",1,31,0,4,2
"4586",1,28,0,2,2
"4587",0,50,1,3,2
"4588",0,53,0,4,1
"4589",0,19,0,5,2
"4590",0,54,1,7,1
"4591",0,55,0,2,1
"4592",0,56,0,3,0
"4593",0,50,0,3,2
"4594",0,52,1,3,0
"4595",0,53,1,4,0
"4596",0,38,1,4,0
"4597",0,32,1,5,0
"4598",0,36,0,3,0
"4599",1,23,0,4,3
"4600",1,44,0,4,3
"4601",0,24,0,2,3
"4602",0,59,0,3,1
"4603",1,19,1,3,1
"4604",0,23,1,4,3
"4605",1,25,0,4,1
"4606",0,39,1,3,0
"4607",0,48,1,2,1
"4608",0,47,1,3,1
"4609",1,37,0,4,2
"4610",0,37,1,5,2
"4611",0,54,1,3,2
"4612",0,22,1,3,2
"4613",1,23,1,4,1
"4614",0,54,1,4,3
"4615",1,41,0,3,0
"4616",1,21,1,5,3
"4617",1,41,1,3,1
"4618",1,32,1,5,3
"4619",0,62,0,3,0
"4620",0,60,0,4,3
"4621",0,27,0,4,1
"4622",0,21,1,4,2
"4623",0,36,1,3,2
"4624",0,58,0,3,1
"4625",0,23,0,2,2
"4626",0,50,1,4,0
"4627",0,35,0,3,2
"4628",0,58,1,3,2
"4629",0,63,0,4,0
"4630",0,59,1,3,1
"4631",1,27,0,4,2
"4632",0,62,1,2,1
"4633",0,19,0,2,1
"4634",0,52,1,5,1
"4635",0,23,1,3,1
"4636",1,21,0,3,1
"4637",1,19,1,5,1
"4638",1,34,0,2,2
"4639",1,28,1,2,2
"4640",0,40,0,1,2
"4641",0,61,0,4,3
"4642",1,27,0,2,2
"4643",1,25,0,2,2
"4644",1,28,1,3,2
"4645",0,44,1,4,3
"4646",0,57,0,4,2
"4647",1,20,1,2,2
"4648",0,45,0,2,3
"4649",0,59,1,2,3
"4650",1,28,1,4,3
"4651",0,49,1,3,3
"4652",0,57,1,2,1
"4653",1,31,0,2,3
"4654",0,63,0,5,1
"4655",0,62,1,2,0
"4656",0,44,1,3,2
"4657",0,55,0,4,1
"4658",0,54,0,2,0
"4659",0,43,0,3,1
"4660",0,34,0,5,1
"4661",0,35,1,4,1
"4662",0,62,1,3,0
"4663",0,26,0,3,1
"4664",0,47,1,5,3
"4665",0,44,0,3,1
"4666",0,58,1,3,2
"4667",1,22,1,2,1
"4668",0,50,1,5,0
"4669",0,61,1,2,1
"4670",0,49,0,2,1
"4671",0,61,0,3,1
"4672",0,32,1,4,2
"4673",0,56,1,2,2
"4674",0,60,1,4,1
"4675",1,49,1,4,2
"4676",1,30,1,3,2
"4677",0,62,1,3,0
"4678",0,28,1,3,2
"4679",0,53,1,5,2
"4680",1,20,0,3,2
"4681",1,38,0,4,3
"4682",0,28,1,3,1
"4683",0,18,0,3,0
"4684",0,45,1,1,1
"4685",1,18,0,4,2
"4686",0,48,1,3,1
"4687",1,23,0,4,3
"4688",0,37,1,3,3
"4689",0,31,0,2,0
"4690",1,20,1,4,1
"4691",0,24,0,3,2
"4692",0,62,0,2,3
"4693",0,60,0,3,1
"4694",1,24,1,3,3
"4695",0,57,0,5,3
"4696",0,47,1,3,1
"4697",0,46,1,3,3
"4698",1,25,1,4,2
"4699",0,52,0,3,1
"4700",0,47,0,3,2
"4701",0,58,0,1,2
"4702",0,63,0,3,1
"4703",1,23,0,4,2
"4704",0,40,0,3,1
"4705",1,24,1,2,3
"4706",0,49,1,3,2
"4707",0,55,1,6,3
"4708",0,65,0,4,1
"4709",0,60,1,2,1
"4710",0,34,0,3,2
"4711",0,39,0,5,1
"4712",0,27,0,2,2
"4713",0,48,0,3,3
"4714",0,25,0,3,2
"4715",0,59,0,2,2
"4716",0,25,1,3,1
"4717",1,20,0,3,1
"4718",0,32,0,2,0
"4719",0,31,1,2,1
"4720",1,19,1,3,0
"4721",0,50,1,3,0
"4722",0,59,0,3,0
"4723",0,36,1,5,1
"4724",0,52,1,2,1
"4725",0,51,1,2,1
"4726",0,32,1,6,0
"4727",0,39,0,5,3
"4728",1,34,0,3,1
"4729",0,63,0,3,3
"4730",1,30,1,4,1
"4731",0,20,1,2,0
"4732",0,57,1,4,2
"4733",0,48,1,4,2
"4734",0,48,1,3,3
"4735",0,39,0,2,2
"4736",0,24,0,2,0
"4737",0,61,1,4,2
"4738",0,62,0,4,1
"4739",0,59,0,2,3
"4740",0,54,1,2,2
"4741",0,42,1,4,2
"4742",0,50,0,4,2
"4743",0,37,1,5,1
"4744",0,38,1,4,1
"4745",0,23,0,5,1
"4746",0,55,0,3,3
"4747",0,63,0,3,0
"4748",0,51,0,3,1
"4749",0,47,1,3,2
"4750",1,23,0,3,3
"4751",0,55,1,3,0
"4752",0,20,1,5,1
"4753",0,51,1,2,1
"4754",0,38,0,3,0
"4755",0,34,0,3,0
"4756",0,58,1,4,1
"4757",0,59,0,3,0
"4758",0,45,1,3,1
"4759",0,28,1,4,2
"4760",0,50,0,2,3
"4761",0,42,1,3,1
"4762",0,22,0,5,1
"4763",0,37,1,3,2
"4764",1,19,0,3,1
"4765",0,46,0,7,1
"4766",1,33,0,3,2
"4767",0,53,1,3,3
"4768",0,43,0,3,0
"4769",0,24,1,3,1
"4770",1,23,1,2,1
"4771",1,22,1,4,2
"4772",1,31,0,3,0
"4773",0,51,0,2,0
"4774",1,24,0,4,2
"4775",1,26,1,6,3
"4776",0,47,0,4,1
"4777",0,23,1,4,2
"4778",0,52,0,4,2
"4779",1,21,0,3,0
"4780",0,63,0,5,3
"4781",0,44,1,2,1
"4782",0,35,1,1,2
"4783",0,50,1,2,2
"4784",1,24,1,3,1
"4785",0,39,1,2,2
"4786",0,25,0,2,0
"4787",0,53,0,3,1
"4788",0,51,1,2,1
"4789",0,44,1,5,2
"4790",0,64,1,5,2
"4791",0,36,0,3,3
"4792",1,28,1,3,1
"4793",0,29,0,3,2
"4794",0,60,0,3,1
"4795",0,38,1,3,3
"4796",0,61,0,2,3
"4797",0,18,1,3,0
"4798",1,20,1,3,3
"4799",1,21,0,3,0
"4800",0,36,0,3,2
"4801",0,30,1,3,1
"4802",0,47,1,2,0
"4803",0,29,0,2,3
"4804",0,31,0,2,2
"4805",0,19,0,3,3
"4806",0,39,0,5,0
"4807",0,43,1,3,3
"4808",0,52,1,1,0
"4809",1,37,1,3,3
"4810",0,59,0,2,0
"4811",0,40,0,3,1
"4812",0,53,1,3,0
"4813",0,61,1,2,1
"4814",1,40,1,3,2
"4815",0,24,1,3,0
"4816",0,37,0,3,2
"4817",1,31,1,4,3
"4818",0,32,1,2,1
"4819",0,39,1,2,1
"4820",0,58,0,3,3
"4821",0,48,0,2,3
"4822",0,27,1,4,1
"4823",1,31,1,4,1
"4824",0,64,0,3,1
"4825",0,45,1,3,1
"4826",0,41,0,3,1
"4827",0,59,0,3,1
"4828",0,55,1,3,0
"4829",0,64,0,3,3
"4830",0,62,1,3,3
"4831",0,43,0,3,2
"4832",0,64,1,3,2
"4833",0,47,0,2,1
"4834",1,27,0,2,1
"4835",0,42,1,2,2
"4836",0,53,0,3,1
"4837",0,61,0,2,1
"4838",0,29,0,2,3
"4839",0,52,0,2,2
"4840",1,22,1,2,2
"4841",0,55,0,2,1
"4842",0,49,0,2,1
"4843",1,28,1,3,2
"4844",0,46,1,4,1
"4845",0,57,0,3,2
"4846",0,65,1,3,1
"4847",1,33,0,2,1
"4848",0,55,1,3,1
"4849",0,46,0,3,1
"4850",0,26,0,5,1
"4851",0,42,0,3,1
"4852",0,55,0,5,2
"4853",1,23,0,2,2
"4854",0,47,0,2,2
"4855",1,20,0,2,1
"4856",0,63,0,3,1
"4857",0,49,0,4,1
"4858",0,52,1,2,1
"4859",0,55,1,3,3
"4860",0,46,0,3,2
"4861",0,56,0,2,2
"4862",0,29,0,2,3
"4863",0,43,0,2,2
"4864",1,26,1,2,2
"4865",0,52,0,5,1
"4866",1,48,1,4,1
"4867",0,42,0,4,1
"4868",0,42,1,2,1
"4869",1,18,0,4,2
"4870",1,27,1,5,0
"4871",0,63,0,5,1
"4872",0,50,1,3,0
"4873",1,19,0,4,1
"4874",0,60,0,2,2
"4875",0,41,0,2,2
"4876",0,65,1,3,1
"4877",0,50,0,2,2
"4878",0,56,0,3,2
"4879",0,51,0,4,2
"4880",0,48,0,3,2
"4881",0,55,0,6,1
"4882",0,26,1,4,2
"4883",0,62,1,4,3
"4884",1,39,1,3,0
"4885",1,29,1,3,2
"4886",0,43,1,3,1
"4887",0,40,0,3,2
"4888",0,61,0,3,1
"4889",0,62,0,7,3
"4890",0,52,0,2,0
"4891",0,52,1,2,2
"4892",0,60,1,3,2
"4893",1,20,1,5,2
"4894",0,35,1,3,1
"4895",1,34,0,4,0
"4896",0,44,1,5,2
"4897",0,24,0,3,0
"4898",1,23,0,4,1
"4899",0,33,0,4,1
"4900",0,62,1,3,0
"4901",0,54,0,2,1
"4902",0,36,1,2,1
"4903",1,20,1,3,2
"4904",0,34,1,3,1
"4905",0,46,1,2,3
"4906",1,32,0,3,2
"4907",0,58,1,2,1
"4908",1,37,1,2,1
"4909",0,25,1,2,1
"4910",0,34,0,3,3
"4911",0,42,0,6,2
"4912",0,61,1,3,1
"4913",0,43,0,2,1
"4914",0,18,0,4,0
"4915",0,40,0,4,0
"4916",0,54,0,3,2
"4917",0,32,1,3,3
"4918",0,57,1,1,1
"4919",1,20,1,2,3
"4920",1,22,0,2,3
"4921",0,63,1,3,2
"4922",0,27,1,3,0
"4923",0,46,1,6,1
"4924",1,22,1,3,2
"4925",0,31,0,3,1
"4926",0,48,1,4,1
"4927",0,50,1,4,3
"4928",0,53,1,3,2
"4929",0,33,0,3,1
"4930",1,25,1,2,1
"4931",0,30,1,3,1
"4932",0,59,0,4,3
"4933",0,48,1,3,1
"4934",0,55,1,5,1
"4935",0,46,0,2,3
"4936",0,42,1,6,1
"4937",1,19,0,3,1
"4938",0,53,1,3,0
"4939",1,21,0,1,2
"4940",0,39,1,3,1
"4941",0,38,0,4,2
"4942",1,21,1,5,2
"4943",0,27,1,2,2
"4944",1,20,0,4,1
"4945",1,27,1,2,0
"4946",0,40,1,2,1
"4947",0,48,1,2,1
"4948",0,60,1,2,2
"4949",0,40,1,4,1
"4950",0,53,1,2,2
"4951",0,47,0,4,0
"4952",0,34,0,5,2
"4953",1,18,0,5,2
"4954",0,57,1,3,0
"4955",0,40,0,2,0
"4956",0,49,1,5,3
"4957",0,51,1,2,1
"4958",0,31,1,2,0
"4959",0,36,1,2,1
"4960",0,62,1,5,0
"4961",0,55,0,4,1
"4962",1,23,0,4,2
"4963",0,61,1,4,1
"4964",0,28,1,4,1
"4965",0,30,0,5,0
"4966",1,21,1,2,0
"4967",1,23,1,3,2
"4968",0,55,0,4,2
"4969",0,56,0,3,2
"4970",1,25,1,3,3
"4971",1,24,0,4,1
"4972",0,55,1,4,0
"4973",0,28,0,2,2
"4974",0,30,0,1,1
"4975",0,37,0,4,1
"4976",1,31,1,3,1
"4977",1,25,1,3,3
"4978",0,41,0,5,0
"4979",0,47,1,3,3
"4980",0,38,1,4,2
"4981",1,51,0,3,1
"4982",0,39,0,4,2
"4983",0,44,1,3,3
"4984",1,19,0,5,2
"4985",1,23,1,5,2
"4986",0,54,0,3,0
"4987",0,31,1,2,0
"4988",0,28,0,3,1
"4989",0,60,0,5,2
"4990",0,51,0,4,3
"4991",0,47,0,2,1
"4992",0,38,1,2,0
"4993",0,36,1,3,0
"4994",0,42,0,4,1
"4995",1,30,1,6,1
"4996",0,65,1,4,2
"4997",0,26,0,5,1
"4998",0,29,1,4,1
"4999",1,28,1,2,2
"5000",1,34,1,3,1
"5001",0,36,0,3,2
"5002",0,53,0,2,0
"5003",0,37,1,4,0
"5004",0,30,0,3,2
"5005",1,24,0,3,1
"5006",0,55,1,2,2
"5007",0,30,1,3,2
"5008",1,18,1,2,3
"5009",0,35,1,1,1
"5010",0,59,1,3,0
"5011",0,24,0,4,1
"5012",0,62,1,4,1
"5013",1,36,1,3,2
"5014",0,46,1,3,2
"5015",0,58,1,3,3
"5016",0,38,1,2,2
"5017",0,41,0,2,3
"5018",0,49,0,3,2
"5019",1,23,0,2,3
"5020",0,40,0,5,2
"5021",1,23,1,5,2
"5022",1,32,0,3,1
"5023",0,52,1,4,2
"5024",1,22,1,3,1
"5025",0,53,0,6,2
"5026",0,62,1,3,0
"5027",0,64,1,2,3
"5028",0,54,1,2,2
"5029",0,53,1,4,0
"5030",0,31,1,4,2
"5031",0,29,0,2,1
"5032",0,33,1,4,3
"5033",0,57,0,2,1
"5034",1,21,1,3,3
"5035",0,30,0,4,3
"5036",0,41,1,6,2
"5037",0,44,1,2,1
"5038",0,38,0,5,2
"5039",0,50,0,3,0
"5040",0,43,1,3,1
"5041",1,29,0,4,3
"5042",0,47,1,3,1
"5043",0,25,1,4,3
"5044",0,33,1,3,2
"5045",0,36,1,4,0
"5046",0,58,1,4,2
"5047",0,46,1,3,3
"5048",0,61,0,4,0
"5049",0,47,0,4,3
"5050",0,26,1,2,2
"5051",0,64,0,3,2
"5052",0,27,0,3,1
"5053",0,52,1,4,0
"5054",1,19,0,3,2
"5055",0,40,0,4,0
