title,date,summary
Full price for half a tour,Reviewed 4 weeks ago ,"The ‘tour’ is advertised as inclusive of museum, changing rooms, pitch side. We were there the day before a game and told we could only see the museum and sit in the stand. So, we weren’t able to see the changing rooms or go pitch...More"
Best stadium in the world,Reviewed 4 weeks ago ,"It is the home of the best football team in the world and is gourgeous, so you should visit it!!!!!!"
Short visit,Reviewed 4 weeks ago ,"Came to Barcelona with the idea of visiting this iconic stadium during the trip. Sadly we went to this stadium on a Tuesday prior to a Champions league game on the Wednesday and found that they don’t do tours on the day of, or the...More"
Tickets have become pricey,Reviewed 4 weeks ago ,£99 for a standard ticket v Lyon in the CL last 16. That's pricey but it still has to be done. The atmosphere is brilliant and at least I can now say I've been there and done ever that.
Barcelona Vs Real vallecano,Reviewed 4 weeks ago ,Watching Barcelona playing in the Camp Nou is amazing. The stadium was huge as well as the stands and the pitch was great. Time passed quickly and the score was 3 to 1 for barcelona. All the stars from Messi to Suarez to pique to...More
A must see if you are a football lover,Reviewed 4 weeks ago ,"This place is amazing! Everything in this stadium has its one history.
The price for a regular tour is vey good and  you can see a big part of the stadium with just 27-30€.
It is a little bit far for the center but it...More"
A must for football fans,Reviewed 4 weeks ago ,Great stadium showcasing the amazing history of FC Barcelona. Catch a game if you can as atmosphere is great!
"Well done, organizer!",Reviewed 5 weeks ago ,"A very well designed and cover all, detailed tour - you got to know the club history, the stadium itself fro top to basement changing room, also cool with the audio guide interaction, very commercialized- with photos and stuff you can buy, but you got...More"
Another expensive attraction,Reviewed 5 weeks ago ,Went to Camp Nou with teenagers who are big time soccer fans.  It is a nice place for fans but I found it to be overpriced just like many attractions in Barcelona.
Absolutely Amazing,Reviewed 5 weeks ago ,Watching Messi and the rest (Suarez and co) at one of the greatest stadium in the world is an absolutely delight and joy. Try to visit the stadium at least 30-45 before the game so that you can enjoy the drum beats and pre-game celebrations....More
Barcelona game,Reviewed 5 weeks ago ,"Headed over on Saturday afternoon on an easy metro ride from Las Rambla paying about 4 euro each. There are a few bars on the walk to the ground but not much else, it’s not as busy as a Uk match by way of bars...More"
Shrine of soccer ,Reviewed 5 weeks ago ,This is a must for soccer lovers. FC Barcelona is a show. Messy is unbelievable and the crowds energy is a lot of fun. No words can match up to task. Just go.
The great Barcelona football team in action ,Reviewed 5 weeks ago ,We were lucky enough to get tickets to see Barcelona playing the night before our boys ran the marathon. Wonderful experience and great to see the fabulous Messi playing. One of our party was a non-football person but she loved it too. Wonderful!
Nice tour inside but expensive ,"Reviewed March 10, 2019 ","Tour is nice and beautiful, but you have to pay for every picture you make inside. So don't hesitate to take yourself all the pictures. The album costs you 69 euros if you want to keep it. Each picture single costs 30euros!"
Musuem tour,"Reviewed March 9, 2019 ","Good,  enjoy,  very  Good  place  to  enjoy  and  see  the  best  installation  of barcelona. So  good  I was  very  happy  To  be  there"
Great place  ,"Reviewed March 8, 2019 ",A great place for soccer fans......all not just Barca's.  Also for rappresented were all sports Barcelona plays in
Awesome Experience,"Reviewed March 8, 2019 ","No doubt that a football can relate to every corner of the stadium but as ""non-footballer"", I found this experience amazing. Right from dug out to dressing room to the commentators  room to the museum in it. 
Must do activity when in Barcelona"
Too commercialised and uninformative,"Reviewed March 7, 2019 ","As a Barca fan I can not say I regret visiting, but the it was such a disappointing experience. The museum is badly designed with no overall narrative and no cohesion between bits and pieces. My non-football fan friend was trying to learn something about...More"
Barcelona ,"Reviewed March 7, 2019 ","My husband was so excited to visit  here. This is his team for many many years! We had gone to see the real Madrid stadium when we were there and now to see Barca Was more exciting for him. When we entered, I was disappointed!...More"
Fabulous stadium,"Reviewed March 7, 2019 ",An excellent treat for football fans. The basic ticket includes a tour of the museum and the players’ area in addition to the stadium itself. The atmosphere is wonderful.
Players experience tour was lit,"Reviewed March 6, 2019 ","Best tour ever. I booked through their website and I would rebook the same tour again. The staff was super friendly and we got some cool pictures. 2 professional pictures, a lanyard, and a backpack were included. Everyone needs to experience Camp Nou."
Best Stadium Ever!!!,"Reviewed March 5, 2019 ","Can’t have enough of this tour! Such a great stadium, of course from my favorite Team in the world, i strongly recommend it, make sure you take enough time to take it easy while enjoying this magnificent place!"
Great Atmosphere,"Reviewed March 5, 2019 ",Wonderful atmosphere at the nou-camp.  Friendly and helpful staff.  Good food and a wonderful view of the pitch.
A must for Soccer fans!,"Reviewed March 5, 2019 ",Great Stadium with a ton of history. The museum was nice and you get to see all the trophies and history of the club and their most valuable players. You get to step on the side of the field and see where the players and...More
huge Camp nou,"Reviewed March 5, 2019 ",it was a great experience for me to visit Camp Nou. i bought a cup and a ball with most famous football player in the world. i really enjoyed.
Amazing!,"Reviewed March 4, 2019 ","A fantastic experience! The museum is unbelievable! I particularly liked the mural section to Johan Cruyff.
The 3D experience was also very good but rember to look behind you too! 
Absolutely first class. Can't wait to watch the team some day."
A must,"Reviewed March 4, 2019 ",This is a must for all football fans to visit .  Marvellous stadium with a great memorabilia area in it
Perfect for football fans,"Reviewed March 3, 2019 ","This was a must-see attraction when I traveled to Barcelona with my friend and I. We were disappointed there were no games during our visit, but we were still so glad to see the arena. You get the backstory about the Barcelona FC and many...More"
"Too expensive, mediocre experience","Reviewed March 3, 2019 ","I took the guided tour + museum visit with my son and found the price (50€ adult, 35€ kid) much too high for what the tour covered. It's nice too see the stadium from top, mid and ground level, but with the amount of other...More"
