"year","month","date_of_month","date","day_of_week","births"
2001,9,22,2001-09-22,"Sat",9607
2001,9,23,2001-09-23,"Sun",8495
2001,9,24,2001-09-24,"Mon",12564
2001,9,25,2001-09-25,"Tues",14063
2001,9,26,2001-09-26,"Wed",13441
2001,9,27,2001-09-27,"Thurs",13199
2001,9,28,2001-09-28,"Fri",13174
2001,9,29,2001-09-29,"Sat",9243
2001,9,30,2001-09-30,"Sun",8042
2001,10,1,2001-10-01,"Mon",12425
2001,10,2,2001-10-02,"Tues",13523
2001,10,3,2001-10-03,"Wed",13056
2001,10,4,2001-10-04,"Thurs",13182
2001,10,5,2001-10-05,"Fri",12851
2001,10,6,2001-10-06,"Sat",8872
2001,10,7,2001-10-07,"Sun",7744
2001,10,8,2001-10-08,"Mon",11531
2001,10,9,2001-10-09,"Tues",12886
2001,10,10,2001-10-10,"Wed",12858
2001,10,11,2001-10-11,"Thurs",12568
2001,10,12,2001-10-12,"Fri",12676
2001,10,13,2001-10-13,"Sat",8659
2001,10,14,2001-10-14,"Sun",7753
2001,10,15,2001-10-15,"Mon",11649
2001,10,16,2001-10-16,"Tues",12770
2001,10,17,2001-10-17,"Wed",12599
2001,10,18,2001-10-18,"Thurs",12579
2001,10,19,2001-10-19,"Fri",12359
2001,10,20,2001-10-20,"Sat",8747
2001,10,21,2001-10-21,"Sun",7506
2001,10,22,2001-10-22,"Mon",11705
2001,10,23,2001-10-23,"Tues",12896
2001,10,24,2001-10-24,"Wed",12676
2001,10,25,2001-10-25,"Thurs",12516
2001,10,26,2001-10-26,"Fri",12296
2001,10,27,2001-10-27,"Sat",8458
2001,10,28,2001-10-28,"Sun",7676
2001,10,29,2001-10-29,"Mon",11389
2001,10,30,2001-10-30,"Tues",12534
2001,10,31,2001-10-31,"Wed",10913
2001,11,1,2001-11-01,"Thurs",12879
2001,11,2,2001-11-02,"Fri",12374
2001,11,3,2001-11-03,"Sat",8572
2001,11,4,2001-11-04,"Sun",7533
2001,11,5,2001-11-05,"Mon",11668
2001,11,6,2001-11-06,"Tues",12662
2001,11,7,2001-11-07,"Wed",12419
2001,11,8,2001-11-08,"Thurs",12519
2001,11,9,2001-11-09,"Fri",12416
2001,11,10,2001-11-10,"Sat",8665
2001,11,11,2001-11-11,"Sun",7599
2001,11,12,2001-11-12,"Mon",11670
2001,11,13,2001-11-13,"Tues",12382
2001,11,14,2001-11-14,"Wed",12602
2001,11,15,2001-11-15,"Thurs",12936
2001,11,16,2001-11-16,"Fri",12979
2001,11,17,2001-11-17,"Sat",8774
2001,11,18,2001-11-18,"Sun",7495
2001,11,19,2001-11-19,"Mon",12709
2001,11,20,2001-11-20,"Tues",13603
2001,11,21,2001-11-21,"Wed",12167
2001,11,22,2001-11-22,"Thurs",7513
2001,11,23,2001-11-23,"Fri",9594
2001,11,24,2001-11-24,"Sat",8100
2001,11,25,2001-11-25,"Sun",7456
2001,11,26,2001-11-26,"Mon",11732
2001,11,27,2001-11-27,"Tues",13249
2001,11,28,2001-11-28,"Wed",12516
2001,11,29,2001-11-29,"Thurs",12474
2001,11,30,2001-11-30,"Fri",12019
2001,12,1,2001-12-01,"Sat",8255
2001,12,2,2001-12-02,"Sun",7385
2001,12,3,2001-12-03,"Mon",11548
2001,12,4,2001-12-04,"Tues",12605
2001,12,5,2001-12-05,"Wed",12609
2001,12,6,2001-12-06,"Thurs",12188
2001,12,7,2001-12-07,"Fri",11693
2001,12,8,2001-12-08,"Sat",8372
2001,12,9,2001-12-09,"Sun",7498
2001,12,10,2001-12-10,"Mon",11655
2001,12,11,2001-12-11,"Tues",12798
2001,12,12,2001-12-12,"Wed",12884
2001,12,13,2001-12-13,"Thurs",12230
2001,12,14,2001-12-14,"Fri",12405
2001,12,15,2001-12-15,"Sat",8615
2001,12,16,2001-12-16,"Sun",7432
2001,12,17,2001-12-17,"Mon",12392
2001,12,18,2001-12-18,"Tues",13657
2001,12,19,2001-12-19,"Wed",13404
2001,12,20,2001-12-20,"Thurs",13871
2001,12,21,2001-12-21,"Fri",13530
2001,12,22,2001-12-22,"Sat",9062
2001,12,23,2001-12-23,"Sun",7245
2001,12,24,2001-12-24,"Mon",7626
2001,12,25,2001-12-25,"Tues",6603
2001,12,26,2001-12-26,"Wed",11040
2001,12,27,2001-12-27,"Thurs",14151
2001,12,28,2001-12-28,"Fri",14235
2001,12,29,2001-12-29,"Sat",9563
2001,12,30,2001-12-30,"Sun",7840
2001,12,31,2001-12-31,"Mon",10272
2002,1,1,2002-01-01,"Tues",7927
2002,1,2,2002-01-02,"Wed",10723
2002,1,3,2002-01-03,"Thurs",12465
2002,1,4,2002-01-04,"Fri",12671
2002,1,5,2002-01-05,"Sat",8902
2002,1,6,2002-01-06,"Sun",7647
2002,1,7,2002-01-07,"Mon",11548
2002,1,8,2002-01-08,"Tues",12515
2002,1,9,2002-01-09,"Wed",11654
2002,1,10,2002-01-10,"Thurs",12596
2002,1,11,2002-01-11,"Fri",12276
2002,1,12,2002-01-12,"Sat",8591
2002,1,13,2002-01-13,"Sun",7471
2002,1,14,2002-01-14,"Mon",11530
2002,1,15,2002-01-15,"Tues",12369
2002,1,16,2002-01-16,"Wed",11996
2002,1,17,2002-01-17,"Thurs",12412
2002,1,18,2002-01-18,"Fri",12251
2002,1,19,2002-01-19,"Sat",8434
2002,1,20,2002-01-20,"Sun",7462
2002,1,21,2002-01-21,"Mon",10921
2002,1,22,2002-01-22,"Tues",12361
2002,1,23,2002-01-23,"Wed",12252
2002,1,24,2002-01-24,"Thurs",12549
2002,1,25,2002-01-25,"Fri",12069
2002,1,26,2002-01-26,"Sat",8530
2002,1,27,2002-01-27,"Sun",7510
2002,1,28,2002-01-28,"Mon",11354
2002,1,29,2002-01-29,"Tues",12215
2002,1,30,2002-01-30,"Wed",12146
2002,1,31,2002-01-31,"Thurs",12125
2002,2,1,2002-02-01,"Fri",12130
2002,2,2,2002-02-02,"Sat",9021
2002,2,3,2002-02-03,"Sun",7442
2002,2,4,2002-02-04,"Mon",11412
2002,2,5,2002-02-05,"Tues",12488
2002,2,6,2002-02-06,"Wed",12210
2002,2,7,2002-02-07,"Thurs",12418
2002,2,8,2002-02-08,"Fri",12444
2002,2,9,2002-02-09,"Sat",8706
2002,2,10,2002-02-10,"Sun",7569
2002,2,11,2002-02-11,"Mon",11547
2002,2,12,2002-02-12,"Tues",12779
2002,2,13,2002-02-13,"Wed",12069
2002,2,14,2002-02-14,"Thurs",13062
2002,2,15,2002-02-15,"Fri",12548
2002,2,16,2002-02-16,"Sat",8710
2002,2,17,2002-02-17,"Sun",7484
2002,2,18,2002-02-18,"Mon",10907
2002,2,19,2002-02-19,"Tues",12262
2002,2,20,2002-02-20,"Wed",12817
2002,2,21,2002-02-21,"Thurs",12384
2002,2,22,2002-02-22,"Fri",12667
2002,2,23,2002-02-23,"Sat",8639
2002,2,24,2002-02-24,"Sun",7488
2002,2,25,2002-02-25,"Mon",11547
2002,2,26,2002-02-26,"Tues",12487
2002,2,27,2002-02-27,"Wed",12303
2002,2,28,2002-02-28,"Thurs",12370
2002,3,1,2002-03-01,"Fri",12388
2002,3,2,2002-03-02,"Sat",8507
2002,3,3,2002-03-03,"Sun",7624
2002,3,4,2002-03-04,"Mon",11661
2002,3,5,2002-03-05,"Tues",12678
2002,3,6,2002-03-06,"Wed",12372
2002,3,7,2002-03-07,"Thurs",12525
2002,3,8,2002-03-08,"Fri",12244
2002,3,9,2002-03-09,"Sat",8606
2002,3,10,2002-03-10,"Sun",7633
2002,3,11,2002-03-11,"Mon",11197
2002,3,12,2002-03-12,"Tues",12667
2002,3,13,2002-03-13,"Wed",12031
2002,3,14,2002-03-14,"Thurs",12583
2002,3,15,2002-03-15,"Fri",12472
2002,3,16,2002-03-16,"Sat",8696
2002,3,17,2002-03-17,"Sun",7680
2002,3,18,2002-03-18,"Mon",11621
2002,3,19,2002-03-19,"Tues",12674
2002,3,20,2002-03-20,"Wed",12577
2002,3,21,2002-03-21,"Thurs",12502
2002,3,22,2002-03-22,"Fri",12252
2002,3,23,2002-03-23,"Sat",8569
2002,3,24,2002-03-24,"Sun",7419
2002,3,25,2002-03-25,"Mon",11507
2002,3,26,2002-03-26,"Tues",12840
2002,3,27,2002-03-27,"Wed",12568
2002,3,28,2002-03-28,"Thurs",12454
2002,3,29,2002-03-29,"Fri",11449
2002,3,30,2002-03-30,"Sat",8270
2002,3,31,2002-03-31,"Sun",7083
2002,4,1,2002-04-01,"Mon",10264
2002,4,2,2002-04-02,"Tues",12884
2002,4,3,2002-04-03,"Wed",12372
2002,4,4,2002-04-04,"Thurs",12262
2002,4,5,2002-04-05,"Fri",12006
2002,4,6,2002-04-06,"Sat",8301
2002,4,7,2002-04-07,"Sun",7109
2002,4,8,2002-04-08,"Mon",11706
2002,4,9,2002-04-09,"Tues",12741
2002,4,10,2002-04-10,"Wed",12418
2002,4,11,2002-04-11,"Thurs",12236
2002,4,12,2002-04-12,"Fri",12272
2002,4,13,2002-04-13,"Sat",8448
2002,4,14,2002-04-14,"Sun",7578
2002,4,15,2002-04-15,"Mon",11412
2002,4,16,2002-04-16,"Tues",12847
2002,4,17,2002-04-17,"Wed",12575
2002,4,18,2002-04-18,"Thurs",12490
2002,4,19,2002-04-19,"Fri",12297
2002,4,20,2002-04-20,"Sat",8224
2002,4,21,2002-04-21,"Sun",7298
2002,4,22,2002-04-22,"Mon",11576
2002,4,23,2002-04-23,"Tues",12457
2002,4,24,2002-04-24,"Wed",12297
2002,4,25,2002-04-25,"Thurs",12469
2002,4,26,2002-04-26,"Fri",11917
2002,4,27,2002-04-27,"Sat",8243
2002,4,28,2002-04-28,"Sun",7502
2002,4,29,2002-04-29,"Mon",11422
2002,4,30,2002-04-30,"Tues",12666
2002,5,1,2002-05-01,"Wed",12297
2002,5,2,2002-05-02,"Thurs",12405
2002,5,3,2002-05-03,"Fri",12130
2002,5,4,2002-05-04,"Sat",8215
2002,5,5,2002-05-05,"Sun",7447
2002,5,6,2002-05-06,"Mon",11362
2002,5,7,2002-05-07,"Tues",12505
2002,5,8,2002-05-08,"Wed",12334
2002,5,9,2002-05-09,"Thurs",12219
2002,5,10,2002-05-10,"Fri",12329
2002,5,11,2002-05-11,"Sat",8329
2002,5,12,2002-05-12,"Sun",7487
2002,5,13,2002-05-13,"Mon",11404
2002,5,14,2002-05-14,"Tues",12909
2002,5,15,2002-05-15,"Wed",12705
2002,5,16,2002-05-16,"Thurs",12609
2002,5,17,2002-05-17,"Fri",12218
2002,5,18,2002-05-18,"Sat",8528
2002,5,19,2002-05-19,"Sun",7470
2002,5,20,2002-05-20,"Mon",11788
2002,5,21,2002-05-21,"Tues",12916
2002,5,22,2002-05-22,"Wed",12670
2002,5,23,2002-05-23,"Thurs",13123
2002,5,24,2002-05-24,"Fri",12775
2002,5,25,2002-05-25,"Sat",8515
2002,5,26,2002-05-26,"Sun",7282
2002,5,27,2002-05-27,"Mon",7765
2002,5,28,2002-05-28,"Tues",12148
2002,5,29,2002-05-29,"Wed",13436
2002,5,30,2002-05-30,"Thurs",12963
2002,5,31,2002-05-31,"Fri",12568
2002,6,1,2002-06-01,"Sat",8547
2002,6,2,2002-06-02,"Sun",7662
2002,6,3,2002-06-03,"Mon",11433
2002,6,4,2002-06-04,"Tues",12616
2002,6,5,2002-06-05,"Wed",12663
2002,6,6,2002-06-06,"Thurs",12745
2002,6,7,2002-06-07,"Fri",12280
2002,6,8,2002-06-08,"Sat",8524
2002,6,9,2002-06-09,"Sun",7485
2002,6,10,2002-06-10,"Mon",11863
2002,6,11,2002-06-11,"Tues",12713
2002,6,12,2002-06-12,"Wed",12758
2002,6,13,2002-06-13,"Thurs",12457
2002,6,14,2002-06-14,"Fri",12562
2002,6,15,2002-06-15,"Sat",8708
2002,6,16,2002-06-16,"Sun",7685
2002,6,17,2002-06-17,"Mon",11738
2002,6,18,2002-06-18,"Tues",13139
2002,6,19,2002-06-19,"Wed",12598
2002,6,20,2002-06-20,"Thurs",12847
2002,6,21,2002-06-21,"Fri",12377
2002,6,22,2002-06-22,"Sat",8676
2002,6,23,2002-06-23,"Sun",7661
2002,6,24,2002-06-24,"Mon",11972
2002,6,25,2002-06-25,"Tues",13425
2002,6,26,2002-06-26,"Wed",13167
2002,6,27,2002-06-27,"Thurs",13310
2002,6,28,2002-06-28,"Fri",12996
2002,6,29,2002-06-29,"Sat",8994
2002,6,30,2002-06-30,"Sun",7831
2002,7,1,2002-07-01,"Mon",12584
2002,7,2,2002-07-02,"Tues",14187
2002,7,3,2002-07-03,"Wed",13626
2002,7,4,2002-07-04,"Thurs",9481
2002,7,5,2002-07-05,"Fri",11326
2002,7,6,2002-07-06,"Sat",8816
2002,7,7,2002-07-07,"Sun",8080
2002,7,8,2002-07-08,"Mon",12253
2002,7,9,2002-07-09,"Tues",13814
2002,7,10,2002-07-10,"Wed",13264
2002,7,11,2002-07-11,"Thurs",13215
2002,7,12,2002-07-12,"Fri",12760
2002,7,13,2002-07-13,"Sat",8896
2002,7,14,2002-07-14,"Sun",7884
2002,7,15,2002-07-15,"Mon",12370
2002,7,16,2002-07-16,"Tues",13606
2002,7,17,2002-07-17,"Wed",13396
2002,7,18,2002-07-18,"Thurs",13395
2002,7,19,2002-07-19,"Fri",12900
2002,7,20,2002-07-20,"Sat",8799
2002,7,21,2002-07-21,"Sun",7954
2002,7,22,2002-07-22,"Mon",12194
2002,7,23,2002-07-23,"Tues",13630
2002,7,24,2002-07-24,"Wed",13231
2002,7,25,2002-07-25,"Thurs",13345
2002,7,26,2002-07-26,"Fri",12914
2002,7,27,2002-07-27,"Sat",9073
2002,7,28,2002-07-28,"Sun",7915
2002,7,29,2002-07-29,"Mon",12148
2002,7,30,2002-07-30,"Tues",13593
2002,7,31,2002-07-31,"Wed",13311
2002,8,1,2002-08-01,"Thurs",13267
2002,8,2,2002-08-02,"Fri",13127
2002,8,3,2002-08-03,"Sat",8963
2002,8,4,2002-08-04,"Sun",7833
2002,8,5,2002-08-05,"Mon",12191
2002,8,6,2002-08-06,"Tues",13407
2002,8,7,2002-08-07,"Wed",13035
2002,8,8,2002-08-08,"Thurs",13420
2002,8,9,2002-08-09,"Fri",12893
2002,8,10,2002-08-10,"Sat",9078
2002,8,11,2002-08-11,"Sun",7970
2002,8,12,2002-08-12,"Mon",12311
2002,8,13,2002-08-13,"Tues",13603
2002,8,14,2002-08-14,"Wed",13302
2002,8,15,2002-08-15,"Thurs",13551
2002,8,16,2002-08-16,"Fri",13132
2002,8,17,2002-08-17,"Sat",9298
2002,8,18,2002-08-18,"Sun",7925
2002,8,19,2002-08-19,"Mon",12299
2002,8,20,2002-08-20,"Tues",13820
2002,8,21,2002-08-21,"Wed",13356
2002,8,22,2002-08-22,"Thurs",13232
2002,8,23,2002-08-23,"Fri",13133
2002,8,24,2002-08-24,"Sat",9086
2002,8,25,2002-08-25,"Sun",7961
2002,8,26,2002-08-26,"Mon",12182
2002,8,27,2002-08-27,"Tues",13788
2002,8,28,2002-08-28,"Wed",13398
2002,8,29,2002-08-29,"Thurs",13426
2002,8,30,2002-08-30,"Fri",13300
2002,8,31,2002-08-31,"Sat",9122
2002,9,1,2002-09-01,"Sun",7947
2002,9,2,2002-09-02,"Mon",8297
2002,9,3,2002-09-03,"Tues",12613
2002,9,4,2002-09-04,"Wed",13969
2002,9,5,2002-09-05,"Thurs",14021
2002,9,6,2002-09-06,"Fri",13680
2002,9,7,2002-09-07,"Sat",9354
2002,9,8,2002-09-08,"Sun",8077
2002,9,9,2002-09-09,"Mon",12875
2002,9,10,2002-09-10,"Tues",13940
2002,9,11,2002-09-11,"Wed",12655
2002,9,12,2002-09-12,"Thurs",14247
2002,9,13,2002-09-13,"Fri",13028
2002,9,14,2002-09-14,"Sat",9388
2002,9,15,2002-09-15,"Sun",8433
2002,9,16,2002-09-16,"Mon",12793
2002,9,17,2002-09-17,"Tues",14241
2002,9,18,2002-09-18,"Wed",13953
2002,9,19,2002-09-19,"Thurs",13899
2002,9,20,2002-09-20,"Fri",13721
2002,9,21,2002-09-21,"Sat",9613
2002,9,22,2002-09-22,"Sun",8222
2002,9,23,2002-09-23,"Mon",12795
2002,9,24,2002-09-24,"Tues",14205
2002,9,25,2002-09-25,"Wed",13518
2002,9,26,2002-09-26,"Thurs",13469
2002,9,27,2002-09-27,"Fri",13298
2002,9,28,2002-09-28,"Sat",9250
2002,9,29,2002-09-29,"Sun",7968
2002,9,30,2002-09-30,"Mon",12232
2002,10,1,2002-10-01,"Tues",13625
2002,10,2,2002-10-02,"Wed",13512
2002,10,3,2002-10-03,"Thurs",13044
2002,10,4,2002-10-04,"Fri",12814
2002,10,5,2002-10-05,"Sat",8922
2002,10,6,2002-10-06,"Sun",7801
2002,10,7,2002-10-07,"Mon",11970
2002,10,8,2002-10-08,"Tues",13066
2002,10,9,2002-10-09,"Wed",12658
2002,10,10,2002-10-10,"Thurs",12684
2002,10,11,2002-10-11,"Fri",12467
2002,10,12,2002-10-12,"Sat",8451
2002,10,13,2002-10-13,"Sun",7416
2002,10,14,2002-10-14,"Mon",11559
2002,10,15,2002-10-15,"Tues",12788
2002,10,16,2002-10-16,"Wed",12642
2002,10,17,2002-10-17,"Thurs",12507
2002,10,18,2002-10-18,"Fri",12197
2002,10,19,2002-10-19,"Sat",8534
2002,10,20,2002-10-20,"Sun",7405
2002,10,21,2002-10-21,"Mon",11690
2002,10,22,2002-10-22,"Tues",13214
2002,10,23,2002-10-23,"Wed",12656
2002,10,24,2002-10-24,"Thurs",12679
2002,10,25,2002-10-25,"Fri",12523
2002,10,26,2002-10-26,"Sat",8414
2002,10,27,2002-10-27,"Sun",7690
2002,10,28,2002-10-28,"Mon",11853
2002,10,29,2002-10-29,"Tues",12833
2002,10,30,2002-10-30,"Wed",12274
2002,10,31,2002-10-31,"Thurs",10850
2002,11,1,2002-11-01,"Fri",12591
2002,11,2,2002-11-02,"Sat",8561
2002,11,3,2002-11-03,"Sun",7502
2002,11,4,2002-11-04,"Mon",11761
2002,11,5,2002-11-05,"Tues",12906
2002,11,6,2002-11-06,"Wed",12602
2002,11,7,2002-11-07,"Thurs",12653
2002,11,8,2002-11-08,"Fri",12472
2002,11,9,2002-11-09,"Sat",8615
2002,11,10,2002-11-10,"Sun",7691
2002,11,11,2002-11-11,"Mon",11509
2002,11,12,2002-11-12,"Tues",12725
2002,11,13,2002-11-13,"Wed",12097
2002,11,14,2002-11-14,"Thurs",12485
2002,11,15,2002-11-15,"Fri",12273
2002,11,16,2002-11-16,"Sat",8295
2002,11,17,2002-11-17,"Sun",7353
2002,11,18,2002-11-18,"Mon",11790
2002,11,19,2002-11-19,"Tues",12716
2002,11,20,2002-11-20,"Wed",12574
2002,11,21,2002-11-21,"Thurs",12716
2002,11,22,2002-11-22,"Fri",12978
2002,11,23,2002-11-23,"Sat",8581
2002,11,24,2002-11-24,"Sun",7650
2002,11,25,2002-11-25,"Mon",12470
2002,11,26,2002-11-26,"Tues",13377
2002,11,27,2002-11-27,"Wed",11544
2002,11,28,2002-11-28,"Thurs",7392
2002,11,29,2002-11-29,"Fri",9341
2002,11,30,2002-11-30,"Sat",8159
2002,12,1,2002-12-01,"Sun",7402
2002,12,2,2002-12-02,"Mon",11929
2002,12,3,2002-12-03,"Tues",13314
2002,12,4,2002-12-04,"Wed",12684
2002,12,5,2002-12-05,"Thurs",12596
2002,12,6,2002-12-06,"Fri",11775
2002,12,7,2002-12-07,"Sat",8513
2002,12,8,2002-12-08,"Sun",7339
2002,12,9,2002-12-09,"Mon",11547
2002,12,10,2002-12-10,"Tues",12867
2002,12,11,2002-12-11,"Wed",12632
2002,12,12,2002-12-12,"Thurs",12850
2002,12,13,2002-12-13,"Fri",11600
2002,12,14,2002-12-14,"Sat",8420
2002,12,15,2002-12-15,"Sun",7516
2002,12,16,2002-12-16,"Mon",12344
2002,12,17,2002-12-17,"Tues",13454
2002,12,18,2002-12-18,"Wed",13580
2002,12,19,2002-12-19,"Thurs",13665
2002,12,20,2002-12-20,"Fri",14015
2002,12,21,2002-12-21,"Sat",9092
2002,12,22,2002-12-22,"Sun",7607
2002,12,23,2002-12-23,"Mon",11396
2002,12,24,2002-12-24,"Tues",9131
2002,12,25,2002-12-25,"Wed",6774
2002,12,26,2002-12-26,"Thurs",11242
2002,12,27,2002-12-27,"Fri",13650
2002,12,28,2002-12-28,"Sat",9114
2002,12,29,2002-12-29,"Sun",8035
2002,12,30,2002-12-30,"Mon",13158
2002,12,31,2002-12-31,"Tues",12582
2003,1,1,2003-01-01,"Wed",7908
2003,1,2,2003-01-02,"Thurs",11124
2003,1,3,2003-01-03,"Fri",12252
2003,1,4,2003-01-04,"Sat",8519
2003,1,5,2003-01-05,"Sun",7495
2003,1,6,2003-01-06,"Mon",11364
2003,1,7,2003-01-07,"Tues",12657
2003,1,8,2003-01-08,"Wed",12167
2003,1,9,2003-01-09,"Thurs",12081
2003,1,10,2003-01-10,"Fri",12517
2003,1,11,2003-01-11,"Sat",8471
2003,1,12,2003-01-12,"Sun",7297
2003,1,13,2003-01-13,"Mon",11197
2003,1,14,2003-01-14,"Tues",12918
2003,1,15,2003-01-15,"Wed",12140
2003,1,16,2003-01-16,"Thurs",12136
2003,1,17,2003-01-17,"Fri",12110
2003,1,18,2003-01-18,"Sat",8431
2003,1,19,2003-01-19,"Sun",7498
2003,1,20,2003-01-20,"Mon",11045
2003,1,21,2003-01-21,"Tues",12288
2003,1,22,2003-01-22,"Wed",12097
2003,1,23,2003-01-23,"Thurs",12185
2003,1,24,2003-01-24,"Fri",12107
2003,1,25,2003-01-25,"Sat",8379
2003,1,26,2003-01-26,"Sun",7389
2003,1,27,2003-01-27,"Mon",11418
2003,1,28,2003-01-28,"Tues",12595
2003,1,29,2003-01-29,"Wed",12100
2003,1,30,2003-01-30,"Thurs",12289
2003,1,31,2003-01-31,"Fri",11989
2003,2,1,2003-02-01,"Sat",8667
2003,2,2,2003-02-02,"Sun",7685
2003,2,3,2003-02-03,"Mon",11498
2003,2,4,2003-02-04,"Tues",12566
2003,2,5,2003-02-05,"Wed",12011
2003,2,6,2003-02-06,"Thurs",12352
2003,2,7,2003-02-07,"Fri",12381
2003,2,8,2003-02-08,"Sat",8573
2003,2,9,2003-02-09,"Sun",7482
2003,2,10,2003-02-10,"Mon",11996
2003,2,11,2003-02-11,"Tues",12961
2003,2,12,2003-02-12,"Wed",12595
2003,2,13,2003-02-13,"Thurs",12340
2003,2,14,2003-02-14,"Fri",13051
2003,2,15,2003-02-15,"Sat",8850
2003,2,16,2003-02-16,"Sun",7669
2003,2,17,2003-02-17,"Mon",10707
2003,2,18,2003-02-18,"Tues",12637
2003,2,19,2003-02-19,"Wed",12626
2003,2,20,2003-02-20,"Thurs",12545
2003,2,21,2003-02-21,"Fri",12689
2003,2,22,2003-02-22,"Sat",8883
2003,2,23,2003-02-23,"Sun",7723
2003,2,24,2003-02-24,"Mon",11874
2003,2,25,2003-02-25,"Tues",12882
2003,2,26,2003-02-26,"Wed",12356
2003,2,27,2003-02-27,"Thurs",12657
2003,2,28,2003-02-28,"Fri",12533
2003,3,1,2003-03-01,"Sat",8587
2003,3,2,2003-03-02,"Sun",7545
2003,3,3,2003-03-03,"Mon",12774
2003,3,4,2003-03-04,"Tues",12871
2003,3,5,2003-03-05,"Wed",12483
2003,3,6,2003-03-06,"Thurs",12604
2003,3,7,2003-03-07,"Fri",12503
2003,3,8,2003-03-08,"Sat",8649
2003,3,9,2003-03-09,"Sun",7387
2003,3,10,2003-03-10,"Mon",11671
2003,3,11,2003-03-11,"Tues",12935
2003,3,12,2003-03-12,"Wed",12520
2003,3,13,2003-03-13,"Thurs",12333
2003,3,14,2003-03-14,"Fri",12770
2003,3,15,2003-03-15,"Sat",8601
2003,3,16,2003-03-16,"Sun",7472
2003,3,17,2003-03-17,"Mon",11990
2003,3,18,2003-03-18,"Tues",12960
2003,3,19,2003-03-19,"Wed",12587
2003,3,20,2003-03-20,"Thurs",12755
2003,3,21,2003-03-21,"Fri",12653
2003,3,22,2003-03-22,"Sat",8488
2003,3,23,2003-03-23,"Sun",7420
2003,3,24,2003-03-24,"Mon",11654
2003,3,25,2003-03-25,"Tues",13054
2003,3,26,2003-03-26,"Wed",12549
2003,3,27,2003-03-27,"Thurs",12601
2003,3,28,2003-03-28,"Fri",12493
2003,3,29,2003-03-29,"Sat",8691
2003,3,30,2003-03-30,"Sun",7493
2003,3,31,2003-03-31,"Mon",11481
2003,4,1,2003-04-01,"Tues",12000
2003,4,2,2003-04-02,"Wed",12994
2003,4,3,2003-04-03,"Thurs",12599
2003,4,4,2003-04-04,"Fri",12669
2003,4,5,2003-04-05,"Sat",8440
2003,4,6,2003-04-06,"Sun",7265
2003,4,7,2003-04-07,"Mon",11750
2003,4,8,2003-04-08,"Tues",13020
2003,4,9,2003-04-09,"Wed",12397
2003,4,10,2003-04-10,"Thurs",12689
2003,4,11,2003-04-11,"Fri",12397
2003,4,12,2003-04-12,"Sat",8517
2003,4,13,2003-04-13,"Sun",7234
2003,4,14,2003-04-14,"Mon",11800
2003,4,15,2003-04-15,"Tues",13055
2003,4,16,2003-04-16,"Wed",12947
2003,4,17,2003-04-17,"Thurs",12926
2003,4,18,2003-04-18,"Fri",11680
2003,4,19,2003-04-19,"Sat",8155
2003,4,20,2003-04-20,"Sun",7155
2003,4,21,2003-04-21,"Mon",11465
2003,4,22,2003-04-22,"Tues",12696
2003,4,23,2003-04-23,"Wed",12616
2003,4,24,2003-04-24,"Thurs",12530
2003,4,25,2003-04-25,"Fri",12255
2003,4,26,2003-04-26,"Sat",8343
2003,4,27,2003-04-27,"Sun",7453
2003,4,28,2003-04-28,"Mon",11666
2003,4,29,2003-04-29,"Tues",12672
2003,4,30,2003-04-30,"Wed",12306
2003,5,1,2003-05-01,"Thurs",12727
2003,5,2,2003-05-02,"Fri",12549
2003,5,3,2003-05-03,"Sat",8488
2003,5,4,2003-05-04,"Sun",7551
2003,5,5,2003-05-05,"Mon",12001
2003,5,6,2003-05-06,"Tues",13165
2003,5,7,2003-05-07,"Wed",12667
2003,5,8,2003-05-08,"Thurs",12902
2003,5,9,2003-05-09,"Fri",12710
2003,5,10,2003-05-10,"Sat",8706
2003,5,11,2003-05-11,"Sun",7576
2003,5,12,2003-05-12,"Mon",12118
2003,5,13,2003-05-13,"Tues",12685
2003,5,14,2003-05-14,"Wed",12833
2003,5,15,2003-05-15,"Thurs",13074
2003,5,16,2003-05-16,"Fri",12840
2003,5,17,2003-05-17,"Sat",8687
2003,5,18,2003-05-18,"Sun",7606
2003,5,19,2003-05-19,"Mon",12035
2003,5,20,2003-05-20,"Tues",13239
2003,5,21,2003-05-21,"Wed",13380
2003,5,22,2003-05-22,"Thurs",13393
2003,5,23,2003-05-23,"Fri",13176
2003,5,24,2003-05-24,"Sat",8769
2003,5,25,2003-05-25,"Sun",7690
2003,5,26,2003-05-26,"Mon",7933
2003,5,27,2003-05-27,"Tues",12390
2003,5,28,2003-05-28,"Wed",13854
2003,5,29,2003-05-29,"Thurs",13497
2003,5,30,2003-05-30,"Fri",13224
2003,5,31,2003-05-31,"Sat",8850
2003,6,1,2003-06-01,"Sun",7650
2003,6,2,2003-06-02,"Mon",12041
2003,6,3,2003-06-03,"Tues",13090
2003,6,4,2003-06-04,"Wed",12853
2003,6,5,2003-06-05,"Thurs",12850
2003,6,6,2003-06-06,"Fri",12869
2003,6,7,2003-06-07,"Sat",8670
2003,6,8,2003-06-08,"Sun",7606
2003,6,9,2003-06-09,"Mon",11917
2003,6,10,2003-06-10,"Tues",13326
2003,6,11,2003-06-11,"Wed",13154
2003,6,12,2003-06-12,"Thurs",13092
2003,6,13,2003-06-13,"Fri",12013
2003,6,14,2003-06-14,"Sat",8696
