County,Municipality,Location,Route,Owner,Built,Date.Inspected,SD.FO.Status,Condition,YearInspected,AgeAtInspection,Manhattan
Albany,Cohoes City,0.4 MI N JCT RTS 32 & 470,32  32 11046018,NYSDOT,1933,5/27/14,N,4.105,2014.4,81.4,0
Albany,Cohoes City,0.1 MI E JCT I787 + SH470,470  470 11012019,City,1994,6/3/14,N,5.903,2014.4192,20.419178,0
Albany,Cohoes City,0.4 MI E JCT SH 32 & 470,470  470 11012021,City,1986,6/3/14,N,5.556,2014.4192,28.419178,0
Albany,Cohoes City,.2 MI W JCT US 4 & SH 470,470 470 14011060,NYSDOT,1924,7/14/14,N,5.167,2014.5315,90.531507,0
Albany,Cohoes City,CITY OF COHOES,BRIDGE AVENUE,City,2010,9/12/14,FO,6.861,2014.6959,4.6958904,0
Albany,Cohoes City,CITY OF COHOES,PEEBLES SO ACC RD,State - Other,1891,10/1/14,FO,5.282,2014.7479,123.74795,0
Albany,Colonie Town,JCT RTE 7 < RTE I890,7   7 11061001,NYSDOT,1960,8/11/14,FO,4.972,2014.6082,54.608219,0
Albany,Colonie Town,JCT I87 & RTE 7,7   7 11081032,NYSDOT,2010,11/10/14,N,6.806,2014.8575,4.8575342,0
Albany,Colonie Town,"INTERS.RTES 87I & 7, WB-7",7   7 11081141,NYSDOT,1986,7/8/14,N,4.833,2014.5151,28.515068,0
Albany,Colonie Town,0.5 MI W JCT RTS 7A+I-787,7   7 11081172,NYSDOT,1983,4/18/14,N,5.406,2014.2932,31.293151,0
Albany,Colonie Town,.4 MI W JCT SH 7 & I787,7   7 11081174,NYSDOT,1983,10/2/14,N,5.121,2014.7507,31.750685,0
Albany,Colonie Town,0.2 MI W JCT RTS 7A+I787,7   7 11081176,NYSDOT,1983,3/27/14,N,5.219,2014.2329,31.232877,0
Albany,Colonie Town,ALT RT 7 & I787 ON RAMPSB,7   7 11081177,NYSDOT,1970,4/11/14,N,5.594,2014.274,44.273973,0
Albany,Colonie Town,ALT RT 7 & I787 ON RAMPSB,7   7 11081177,NYSDOT,1970,4/11/14,N,5.641,2014.274,44.273973,0
Albany,Colonie Town,JCT ALT RT 7 & I787,7   7 11081178,NYSDOT,1971,9/18/14,N,4.656,2014.7123,43.712329,0
Albany,Colonie Town,INTER RTES 87I & 7 E.B.,7  87I11072B05,NYSDOT,1986,7/8/14,SD,4.833,2014.5151,28.515068,0
Albany,Colonie Town,0.9 MI.N OF LATHAM ON RT9,9   9 11082055,NYSDOT,1984,10/8/14,N,5.333,2014.7671,30.767123,0
Albany,Colonie Town,JCT OF RT 9 & MOHAWK RV,9   9 11082101,NYSDOT,1996,8/11/14,N,6.097,2014.6082,18.608219,0
Albany,Colonie Town,0.8 MI NE JCT I87 & S H 5,87I 87I11082015,NYSDOT,2001,8/5/15,N,6.08,2015.5918,14.591781,0
Albany,Colonie Town,JCT I87 & RTE 155,87I 87I11082027,NYSDOT,2015,10/27/15,SD,7,2015.8192,0.81917808,0
Albany,Colonie Town,JCT I87 & RTE 155,87I 87I11082027,NYSDOT,2015,10/27/15,SD,7,2015.8192,0.81917808,0
Albany,Colonie Town,1.2 MI W JCT RTS 9 & 155,87I 87I11082036,NYSDOT,2007,3/17/15,N,5.52,2015.2055,8.2054795,0
Albany,Colonie Town,1.2 MI W JCT RTS 9 & 155,87I 87I11082037,NYSDOT,2007,3/17/15,N,5.52,2015.2055,8.2054795,0
Albany,Colonie Town,1.9 MI N JCT I87 & RTE 7,87I 87I11082066,NYSDOT,2001,4/13/15,N,6.326,2015.2795,14.279452,0
Albany,Colonie Town,1.7 MI N JCT I87 & NY 7,87I 87I11082066,NYSDOT,2001,4/13/15,N,6.435,2015.2795,14.279452,0
Albany,Colonie Town,JCT.87I&MOHK.R& BARGE CAN,87I 87I11082076,NYSDOT,1959,12/3/14,FO,5.111,2014.9205,55.920548,0
Albany,Colonie Town,JCT.87I&MOHK.R& BARGE CAN,87I 87I11082076,NYSDOT,1959,6/10/15,FO,5.349,2015.4384,56.438356,0
Albany,Colonie Town,.5 MI S JCT SH 5 & SH 155,155 155 11013004,County,2002,10/16/14,N,6.186,2014.789,12.789041,0
Albany,Colonie Town,0.8 MI SW JCT 32 & 155,155 155 11013096,NYSDOT,1961,10/2/14,FO,4.688,2014.7507,53.750685,0
Albany,Colonie Town,JCT SH 378 & HUDSON RIVER,378 378 11011026,NYSDOT,1971,7/16/15,N,6.281,2015.537,44.536986,0
Albany,Colonie Town,JCT.RTE 378 & HUDSON RIV.,378 378 11011027,NYSDOT,1932,12/15/15,FO,4.069,2015.9534,83.953425,0
Albany,Colonie Town,SH 7 WB OFF TO I787 SB,787I787I11014105,NYSDOT,1971,8/14/14,N,5.094,2014.6164,43.616438,0
Albany,Colonie Town,1.1MI W JCT ALT RTE7&I787,BOGHT ROAD,NYSDOT,1985,4/17/14,N,5.181,2014.2904,29.290411,0
Albany,Colonie Town,1 MI N OF ALBANY AIRPORT,COUNTY ROAD 160,County,2002,3/27/15,N,5.973,2015.2329,13.232877,0
Albany,Colonie Town,JCT S.H.2 & U.S.9,LATHAM CIRCLE,NYSDOT,1959,8/20/15,FO,6.683,2015.6329,56.632877,0
Albany,Colonie Town,JCT S.H.2 & U.S.9,LATHAM CIRCLE,NYSDOT,1959,8/20/15,FO,6.65,2015.6329,56.632877,0
Albany,Colonie Town,1.1MI E JCT ALT RTE 7 & 9,MILLER ROAD,NYSDOT,1985,4/29/14,N,5.417,2014.3233,29.323288,0
Albany,Colonie Town,1MI N OLD LOUDON RD & 7,OLD LOUDON ROAD,NYSDOT,1986,6/17/14,N,5.306,2014.4575,28.457534,0
Albany,Colonie Town,.2MI.W.INTER.RTES9&ALT.7,RT7-RT9 CONNECTOR,NYSDOT,1986,4/4/14,N,5.234,2014.2548,28.254795,0
Albany,Colonie Town,0.1 MI S.JCT RTS 7 & 9,SHOP CTR X-OVER 9,NYSDOT,1959,8/20/15,FO,5.473,2015.6329,56.632877,0
Albany,Colonie Town,NEW SPARROWBUSH OVER I87,SPARROWBUSH RD,NYSDOT,1984,7/8/14,FO,4.889,2014.5151,30.515068,0
Albany,Colonie Village,JCT I87 & SH 5 IN COLONIE,87I 87I11082008,NYSDOT,1998,5/5/14,FO,5.683,2014.3397,16.339726,0
Albany,Colonie Village,JCT I87 & SH 5 IN COLONIE,87I 87I11082008,NYSDOT,1998,5/5/14,FO,5.619,2014.3397,16.339726,0
Albany,Colonie Village,0.8 MI NE JCT I87 & S H 5,87I 87I11082015,NYSDOT,2001,8/5/15,FO,5.98,2015.5918,14.591781,0
Albany,Green Island Village,23RD ST & HUDSON AVE GI,23RD STREET,NYSDOT,1970,3/9/15,N,5.649,2015.1836,45.183562,0
Albany,Green Island Village,25TH ST & ALBANY ST GI,25TH ST-ALBANY ST,NYSDOT,1970,3/9/15,N,5.237,2015.1836,45.183562,0
Albany,Green Island Village,RTE.787I AND HUDSON RIVER,787I  7 11081179,NYSDOT,1981,11/10/14,FO,4.211,2014.8575,33.857534,0
Albany,Green Island Village,VILLAGE OF GREEN ISLAND,787I787I11014107,NYSDOT,1981,7/24/14,N,5.278,2014.5589,33.558904,0
Albany,Green Island Village,JCT I787 & ALT RTE 7,ALT RTE 7,NYSDOT,1971,8/11/15,N,4.919,2015.6082,44.608219,0
Albany,Green Island Village,IN VIL. OF GREEN ISLAND,GREEN ISLAND WEST,NYSDOT,1982,7/7/14,N,4.931,2014.5123,32.512329,0
Albany,Green Island Village,VILLAGE OF GREEN ISLAND,HOOSICK ST - I787,NYSDOT,1981,8/19/14,N,4.958,2014.6301,33.630137,0
Albany,Green Island Village,.2MI S.JCT787 < ALT RTE 7,PUMPHOUSEACCESSRD,NYSDOT,1971,5/8/15,N,5.286,2015.3479,44.347945,0
Albany,Green Island Village,IN VIL. OF GREEN ISLAND,TROY-GREEN ISLAND,NYSDOT,1982,4/30/14,FO,4.528,2014.326,32.326027,0
Albany,Guilderland Town,.2 MI W JCT US 20 & SH158,20  20 11201026,NYSDOT,1941,4/23/15,N,5.358,2015.3068,74.306849,0
Albany,Guilderland Town,JCT RT 20 AND I87 TO I90,20  20 11201109,NYS Thruway Authority,1991,4/17/14,N,5.292,2014.2904,23.290411,0
Albany,Guilderland Town,.8 MI S JCT I87 & 910B,87I 87I11082000,NYSDOT,1959,10/7/15,N,5.032,2015.7644,56.764384,0
Albany,Guilderland Town,.8 MILE S JCT I87 & 910B,87I 87I11082000,NYSDOT,1959,10/7/15,N,4.875,2015.7644,56.764384,0
Albany,Guilderland Town,0.6 MI SW JCT RTS 7 & 146,146  146 11021173,NYS Thruway Authority,1993,10/7/15,N,5.762,2015.7644,22.764384,0
Albany,Guilderland Town,.2 MI W JCT RTS 146 & 158,146 146 11021097,NYSDOT,1994,6/16/14,N,6.565,2014.4548,20.454795,0
Albany,Guilderland Town,1.8 MI E JCT SH146 &SH158,146 146 11021115,NYSDOT,1985,9/14/15,N,4.707,2015.7014,30.70137,0
Albany,Guilderland Town,2.9 MI E JCT RT 146 & 158,146 146 11021126,NYSDOT,1929,4/27/15,N,4.211,2015.3178,86.317808,0
Albany,Guilderland Town,2.3 M N JCT RT 85A & 155,155 155 11011022,NYSDOT,1998,4/28/14,FO,6.111,2014.3205,16.320548,0
Albany,Guilderland Town,.9 MI N JCT SH146 & SH158,158  158 11011009,NYSDOT,1939,4/2/15,N,4.845,2015.2493,76.249315,0
Albany,Guilderland Town,0.2 MI S JCT RTS 20 & 582,158 158 11011016,NYSDOT,1992,5/8/15,N,5.729,2015.3479,23.347945,0
Albany,Guilderland Town,2.3 MI S JCT RTS 20 & 397,397 397 11011007,NYSDOT,2002,6/16/14,N,6.63,2014.4548,12.454795,0
Albany,Guilderland Town,0.1W.JCT 87ITWASH.AV.EXT.,910D910D11061021,NYSDOT,1984,4/3/14,N,6.604,2014.2521,30.252055,0
Albany,Guilderland Town,1.2 MI NW OF VOORHEESVLLE,COUNTY ROAD 201,County,1933,8/25/15,N,5.171,2015.6466,82.646575,0
Albany,Guilderland Town,2.5MINW OF VOORHEESVILLE,CR  201,County,1943,7/18/14,N,6.017,2014.5425,71.542466,0
Albany,Guilderland Town,0.4MI N.JCT.RTE20 +90I,CROSSGATES ROAD,NYSDOT,1984,5/6/14,N,4.972,2014.3425,30.342466,0
Albany,Guilderland Town,0.5M N.JCT RT 20 & 87I,CROSSGATESFLYOVER,NYSDOT,1993,6/18/14,N,5.972,2014.4603,21.460274,0
Albany,Guilderland Town,1.2 MI S OF GUILDERLAND,GRANT HILL ROAD,County,2014,11/4/14,N,6.919,2014.8411,0.84109589,0
Albany,Guilderland Town,EXIT 25 OF I90,INTERCH 25 RAMP,NYS Thruway Authority,1955,9/23/15,FO,4.609,2015.726,60.726027,0
Albany,Guilderland Town,1.3MI NE OF VOORHEESVILLE,JOHNSTON RD CR203,County,1991,4/3/14,N,5.746,2014.2521,23.252055,0
Albany,Guilderland Town,2.94 MI NW INT24 ON I90,OLD STATE ROAD,NYS Thruway Authority,1955,4/24/14,FO,4.172,2014.3096,59.309589,0
Albany,Guilderland Town,1.3 MI NE OF DUNNSVILLE,OLD STATE ROAD,County,1963,4/14/15,N,6.475,2015.2822,52.282192,0
Albany,Guilderland Town,1.45 MI SE EXIT 24 ON I90,SCHOOL HOUSE RD,NYS Thruway Authority,1998,10/30/14,N,6.222,2014.8274,16.827397,0
Albany,Guilderland Town,IN GUILDERLAND CENTER,SCHOOL ROAD,County,1987,5/7/15,SD,4.902,2015.3452,28.345205,0
Albany,Guilderland Town,JCT. RTE US 20 + 87I,US20 EB to910F NB,NYSDOT,1984,4/3/14,N,5.156,2014.2521,30.252055,0
Albany,Guilderland Town,2.4MIE OF ALTAMONT,WEAVER ROAD,County,1975,7/15/15,SD,3.739,2015.5342,40.534247,0
Albany,Guilderland Town,1.5 MI NW OF ALTAMONT,WESTFALL ROAD,County,1999,5/13/14,N,6.254,2014.3616,15.361644,0
Albany,Knox Town,.4 MILE N OF WEST BERNE,443 443 11021002,NYSDOT,1983,5/20/14,N,6.022,2014.3808,31.380822,0
Albany,Knox Town,2.2 MI NW OF ALTAMONT,BOZENKILL ROAD,Railroad,1981,8/12/14,FO,3.882,2014.611,33.610959,0
Albany,Knox Town,2.3 MILES NW OF ALTAMONT,COUNTY ROAD 253,County,2002,6/16/15,N,6.373,2015.4548,13.454795,0
Albany,Knox Town,VILLAGE OF WEST BERNE,DUTCH SETTLMNT RD,County,1988,10/13/15,N,5.947,2015.7808,27.780822,0
Albany,Knox Town,1.3 MILES NORTH OF BERNE,PLEASANT VLLEY RD,County,2007,6/16/14,N,6.133,2014.4548,7.4547945,0
Albany,Knox Town,1.1 MILE N OF BERNE,PLEASANT VLLY RD,County,1989,8/27/14,N,5.759,2014.6521,25.652055,0
Albany,Menands Village,.9 MI S JCT SH 32 & SH378,32   32 11043009,NYSDOT,2004,10/28/14,N,6.056,2014.8219,10.821918,0
Albany,Menands Village,.1 MI E JCT SH377 & SH378,378 378 11011016,NYSDOT,2004,9/18/14,N,5.826,2014.7123,10.712329,0
Albany,Menands Village,0.9 MI W JCT I787 & 378,378 378 11011019,NYSDOT,1971,5/14/14,N,4.938,2014.3644,43.364384,0
Albany,Menands Village,0.3 MI W JCT I787 & 378,378 378 11011023,NYSDOT,1971,12/3/14,FO,5.982,2014.9205,43.920548,0
Albany,Menands Village,JCT I787 & 378,378 378 11011024,NYSDOT,1971,12/19/14,N,5.297,2014.9644,43.964384,0
Albany,Menands Village,JCT I787 & 378,378 378 11011025,NYSDOT,1971,12/19/14,FO,4.859,2014.9644,43.964384,0
Albany,Menands Village,.1 MI SE JCT SH32 & SH913,913T913T11011000,NYSDOT,1970,9/15/15,N,4.472,2015.7041,45.70411,0
Albany,Menands Village,.07MI. N.ALBANY OVER I787,913T913T11011004,NYSDOT,1971,10/26/15,FO,5.406,2015.8164,44.816438,0
Albany,New Scotland Town,4.3 MI N JCT SH32 & SH143,32  32 11041113,NYSDOT,1931,4/1/15,N,4.26,2015.2466,84.246575,0
Albany,New Scotland Town,.1 MI E Jct NY85 + NY443,85   85 11011122,NYSDOT,2003,5/14/15,N,6.483,2015.3644,12.364384,0
Albany,New Scotland Town,1.3 MI SW JCT RT 85A &156,85A 85A11011022,NYSDOT,2004,7/8/14,N,6.552,2014.5151,10.515068,0
Albany,New Scotland Town,0.5 MI N JCT RT 85A & 155,155 155 11011005,NYSDOT,1932,7/22/15,FO,5.9,2015.5534,83.553425,0
Albany,New Scotland Town,RTE 443 IN CLARKSVILLE,443 443 11021138,NYSDOT,2000,9/3/14,N,6.652,2014.6712,14.671233,0
Albany,New Scotland Town,VILLAGE OF CLARKSVILLE,CLARKSVILLE SO RD,County,2001,5/1/14,N,6.085,2014.3288,13.328767,0
Albany,New Scotland Town,VILLAGE OF CLARKSVILLE,COUNTY ROAD 301,County,1931,4/6/15,FO,5.233,2015.2603,84.260274,0
Albany,New Scotland Town,.5 MI E OF VOORHEESVILLE,COUNTY ROAD 306,County,1999,4/3/14,N,6.119,2014.2521,15.252055,0
Albany,New Scotland Town,0.8 MI NW JCT RT 443,GAME FARM ROAD,State - Other,1930,5/28/15,FO,5.867,2015.4027,85.40274,0
Albany,New Scotland Town,1.7 MI SE OF CLARKSVILLE,GROESBECK ROAD,County,1981,3/25/15,N,4.807,2015.2274,34.227397,0
Albany,New Scotland Town,3 MI E OF VOORHEESVILLE,KRUMKILL ROAD,County,1939,6/6/14,FO,4.719,2014.4274,75.427397,0
Albany,New Scotland Town,1.4 MI SE OF CLARKSVILLE,OLD PLANK RD,County,1898,5/9/14,FO,5.328,2014.3507,116.35068,0
Albany,New Scotland Town,2 MI SW OF FEURA BUSH,ONESQUETHAW CK RD,County,1886,4/1/15,FO,4.589,2015.2466,129.24658,0
Albany,New Scotland Town,1.7 MI S OF FEURA BUSH,ROWE ROAD,County,1882,8/13/15,FO,5.443,2015.6137,133.6137,0
Albany,New Scotland Town,2.1 MI NW OF CLARKSVILLE,WOLF HILL ROAD,Town,2014,5/22/15,SD,6.87,2015.3863,1.3863014,0
Albany,Ravena Village,JCT I87 & RTE 143,87IX,NYS Thruway Authority,1952,6/5/14,N,5.38,2014.4247,62.424658,0
Albany,Rensselaerville Town,0.1 MI SE JCT RT 81 & 145,81  81 11011001,NYSDOT,1977,4/14/14,N,4.921,2014.2822,37.282192,0
Albany,Rensselaerville Town,5.4 MI W JCT RTS 85 & 143,85  85 11011011,NYSDOT,1996,6/16/14,N,6.724,2014.4548,18.454795,0
Albany,Rensselaerville Town,5.1 MI W JCT RTS 85 & 143,85  85 11011013,NYSDOT,1996,6/16/14,N,6.345,2014.4548,18.454795,0
Albany,Rensselaerville Town,JCT RTS 81 & 145,145 145 11021005,NYSDOT,1932,6/16/15,N,4.609,2015.4548,83.454795,0
Albany,Rensselaerville Town,0.6 MI N JCT RTS 81 & 145,145 145 11021012,NYSDOT,1998,10/9/14,N,5.778,2014.7699,16.769863,0
Albany,Rensselaerville Town,1.5 MI N JCT RTS 81 & 145,145 145 11021021,NYSDOT,1931,8/28/14,N,4.521,2014.6548,83.654795,0
Albany,Rensselaerville Town,2.0 MI N JCT RTS 81 & 145,145 145 11021026,NYSDOT,1931,9/5/14,N,4.61,2014.6767,83.676712,0
Albany,Rensselaerville Town,3.0 MI N JCT RTS 81 & 145,145 145 11021038,NYSDOT,1931,4/24/14,N,4.559,2014.3096,83.309589,0
Albany,Rensselaerville Town,2.5 MI NW PRESTON HOLLOW,145 145 11021052,NYSDOT,1997,4/24/14,N,6.1,2014.3096,17.309589,0
Albany,Rensselaerville Town,HAMLET OF MEDUSA,COUNTY ROAD 351,County,1956,5/13/15,N,5.571,2015.3616,59.361644,0
Albany,Rensselaerville Town,0.8 MI E PRESTON HOLLOW,COUNTY ROAD 352,County,1951,5/29/15,N,5.698,2015.4055,64.405479,0
Albany,Rensselaerville Town,4 MI S OF RENSSELAERVILLE,COUNTY ROAD 354,County,2004,9/12/14,N,5.414,2014.6959,10.69589,0
Albany,Rensselaerville Town,3 MI S OF RENSSELAERVILLE,COUNTY ROAD 357,County,1952,8/14/15,N,5.286,2015.6164,63.616438,0
Albany,Rensselaerville Town,0.3 MILE SW OF MEDUSA,COUNTY ROUTE 403,County,1989,7/31/14,N,6.714,2014.5781,25.578082,0
Albany,Rensselaerville Town,HAMLET OF RENSSELAERVILLE,DELAWARE TURNPIKE,County,1955,5/13/15,FO,5.712,2015.3616,60.361644,0
Albany,Rensselaerville Town,1 MI.W.HMT.PRESTON HOLLOW,FOX CREEK ROAD,County,1935,4/9/15,SD,5.016,2015.2685,80.268493,0
Albany,Rensselaerville Town,4 MI.SW.RENSSELAERVILLE,FOX CREEK ROAD,County,1951,4/8/15,N,4.439,2015.2658,64.265753,0
Albany,Rensselaerville Town,3 MI W PRESTON HOLLOW,KINGS LANE,County,1897,4/16/14,N,5,2014.2877,117.28767,0
Albany,Rensselaerville Town,4 MI SW RENSSELAERVILLE,MERCER ROAD,County,1999,11/14/14,FO,5.459,2014.8685,15.868493,0
Albany,Rensselaerville Town,3 MI SW RENSSELAERVILLE,Mcculloch Cross Road,County,1960,4/14/15,N,5.448,2015.2822,55.282192,0
Albany,Rensselaerville Town,1 MI W HMLT MEDUSA,NILES ROAD,County,1982,4/8/15,N,5.222,2015.2658,33.265753,0
Albany,Rensselaerville Town,1 MI.NW HAMLET OF MEDUSA,SAYRE ROAD,County,1980,4/8/15,N,4.737,2015.2658,35.265753,0
Albany,Rensselaerville Town,IN HMLT.OF PRESTON HOLLOW,SNYDER ROAD,County,1999,11/18/14,FO,5.443,2014.8795,15.879452,0
Albany,Rensselaerville Town,1.5 MI NW PRESTON HOLLOW,UNNAMED TOWN ROAD,County,1984,3/19/14,FO,3.286,2014.211,30.210959,0
Albany,Schodack Town,1 MI E EXIT 21B OF I90,BERKSHIRE SPUR,NYS Thruway Authority,1958,11/20/14,N,4.362,2014.8849,56.884932,0
Albany,Voorheesville Villag,0.1 M SW JCT RT 85A & 156,85A 85A11011030,NYSDOT,1998,7/8/14,FO,5.936,2014.5151,16.515068,0
Albany,Voorheesville Villag,0.4 E JCT RTS 85A & 156,85A 85A11011035,NYSDOT,1998,7/8/14,FO,5.967,2014.5151,16.515068,0
Albany,Voorheesville Villag,0.2 MI E JCT RTS 85A &156,STONINGTON HLS RD,Village,1999,5/28/15,N,5.333,2015.4027,16.40274,0
Albany,Watervliet City,CONGRESS ST BRIDGE,2 X,NYSDOT,1969,11/5/15,FO,4.278,2015.8438,46.843836,0
Albany,Watervliet City,0.6 MI N JCT I787 & 378,787I787I11013002,NYSDOT,1971,10/20/14,N,5.875,2014.8,43.8,0
Albany,Watervliet City,I787 & 23RD ST - HUDSON A,787I787I11013018,NYSDOT,1971,7/25/14,FO,5.172,2014.5616,43.561644,0
Albany,Watervliet City,0.5 MI N JCT I787 & RT 7,787I787I11014000,NYSDOT,1971,4/21/14,N,4.906,2014.3014,43.30137,0
Albany,Westerlo Town,0.7 MI E JCT RTS 32 & 143,32  32 11041054,NYSDOT,1982,4/4/14,N,5.04,2014.2548,32.254795,0
Albany,Westerlo Town,IN HAMLET OF WESTERLO,COUNTY ROAD 1,County,2007,4/9/15,N,6.886,2015.2685,8.2684932,0
Albany,Westerlo Town,IN HAMLET OF WESTERLO,COUNTY ROAD 401,County,2004,4/8/15,N,5.5,2015.2658,11.265753,0
Albany,Westerlo Town,3.5 MI E OF SMITHS CORS,COUNTY ROAD 402,County,1960,3/30/15,N,4.686,2015.2411,55.241096,0
Albany,Westerlo Town,0.1 MI SW HMLT S WESTERLO,COUNTY ROAD 403,County,1940,5/9/14,N,6.136,2014.3507,74.350685,0
Albany,Westerlo Town,3 MILES SW OF WESTERLO,COUNTY ROAD 404,County,1935,6/16/15,N,5.314,2015.4548,80.454795,0
Albany,Westerlo Town,HMLT OF S WESTERLO,COUNTY ROAD 405,County,1933,8/4/15,N,4.94,2015.589,82.589041,0
Albany,Westerlo Town,4 MI SE WESTERLO,COUNTY ROAD 406,County,1949,8/31/15,N,6.068,2015.663,66.663014,0
Albany,Westerlo Town,3 MI W HAMLET OF WESTERLO,CR312,County,2009,8/27/15,N,6.913,2015.6521,6.6520548,0
Albany,Westerlo Town,3 MI NE HAMLT OF WESTERLO,DUNBAR HOLLOW RD,County,2004,4/9/15,N,6.63,2015.2685,11.268493,0
Albany,Westerlo Town,1.5 MI SE OF WESTERLO,LOBDELL MILL ROAD,County,1980,4/8/15,N,5.943,2015.2658,35.265753,0
Albany,Westerlo Town,2.5 MI W HMLT WESTERLO,TAN HOLLOW ROAD,County,2014,12/16/14,N,7,2014.9562,0.95616438,0
Allegany,Alfred Town,1.1 MI S JCT SR21 & SR244,21  21 61011075,NYSDOT,2004,9/29/14,N,6.2,2014.7425,10.742466,0
Allegany,Alfred Town,0.1 MI S JCT RTS 21 & 244,21  21 61011088,NYSDOT,1986,4/9/15,N,5.016,2015.2685,29.268493,0
Allegany,Alfred Town,3.0 MI N JCT 417 & 21,21   21 61011030,NYSDOT,1986,6/30/15,N,4.421,2015.4932,29.493151,0
Allegany,Alfred Town,AT JCT RTS 21 + 244,961GX,NYSDOT,1936,5/21/14,SD,3.891,2014.3836,78.383562,0
Allegany,Alfred Town,4.2 MI SW OF ALFRED,CR12 ELM VAL RD,County,1973,8/18/14,N,6.018,2014.6274,41.627397,0
Allegany,Alfred Town,1.7 MI E OF ALFRED,EAST VALLEY ROAD,Town,1970,7/21/15,SD,4.947,2015.5507,45.550685,0
Allegany,Alfred Town,3.1 MI NE OF ANDOVER,EAST VALLEY ROAD,Town,1970,8/13/14,N,6.286,2014.6137,44.613699,0
Allegany,Alfred Town,1.1 MI S ALFRED STATION,EAST VALLEY ROAD,Town,1970,4/8/14,N,5.909,2014.2658,44.265753,0
Allegany,Alfred Town,2.6 MI N.W. OF ALFRED,MC HENRY ROAD,County,1980,8/11/15,N,6.477,2015.6082,35.608219,0
Allegany,Alfred Town,1.0 MI S ALFRED STATION,PLEASANT VALLEY R,Town,1984,4/8/14,N,4.755,2014.2658,30.265753,0
Allegany,Alfred Village,IN ALFRED,960B960B61011008,NYSDOT,1976,4/2/14,FO,5.611,2014.2493,38.249315,0
Allegany,Alfred Village,IN ALFRED,ELM STREET,Village,1976,4/21/15,SD,5.921,2015.3014,39.30137,0
Allegany,Alfred Village,IN ALFRED,PINE STREET,Town,1961,5/20/15,SD,4.237,2015.3808,54.380822,0
Allegany,Alfred Village,IN ALFRED,W UNIVERSITY AVE,Village,1944,6/26/14,N,4.514,2014.4822,70.482192,0
Allegany,Allen Town,2.4 MI SW OF SHORT TRACK,BOTTSFORD HLLW RD,Town,2007,4/23/14,N,6.259,2014.3068,7.3068493,0
Allegany,Allen Town,2.6 MI N OF ANGELICA,COUNTY ROAD 15,County,1963,7/22/15,N,7,2015.5534,52.553425,0
Allegany,Allen Town,1.0 MI S OF SHORT TRACT,COUNTY ROAD 15,County,1962,11/24/14,N,5.053,2014.8959,52.89589,0
Allegany,Allen Town,2.2 M SE OF SHORT TRACT,MIDDLE ROAD,Town,2001,8/18/15,N,6.114,2015.6274,14.627397,0
Allegany,Allen Town,4.3 MI NE OF ANGELICA,OLD STATE ROAD,Town,1997,8/26/15,N,6.045,2015.6493,18.649315,0
Allegany,Allen Town,3.5 MI N OF ANGELICA,OLD STATE ROAD,Town,1933,8/20/14,N,4.236,2014.6329,81.632877,0
Allegany,Alma Town,1.4 MI. NORTH OF ALMA,COUNTY ROAD 18,County,1990,9/23/14,N,6.178,2014.726,24.726027,0
Allegany,Alma Town,0.6 MILES NORTH OF ALMA,COUNTY ROAD 18,County,1988,10/22/14,N,5.689,2014.8055,26.805479,0
Allegany,Alma Town,IN ALMA,COUNTY ROAD 18,County,1991,9/23/14,N,5.911,2014.726,23.726027,0
Allegany,Alma Town,0.3 MI SW OF ALMA,PUMP STATION ROAD,Town,1960,9/23/14,N,5.719,2014.726,54.726027,0
Allegany,Almond Town,1.1 MI SW OF ALMOND,86I 17 61032327,NYSDOT,1973,6/24/14,N,4.878,2014.4767,41.476712,0
Allegany,Almond Town,IN BISHOPVILLE,BISHOPVILLE EXT,Town,1969,5/18/15,SD,4.965,2015.3753,46.375342,0
Allegany,Almond Town,0.1 MI S OF BISHOPVILLE,BISHOPVILLE ROAD,Town,1994,4/17/14,N,5.727,2014.2904,20.290411,0
Allegany,Almond Town,1.4 MI W OF BISHOPVILLE,BROWN ROAD,Town,1983,8/18/14,N,5.947,2014.6274,31.627397,0
Allegany,Almond Town,4.0 MI W OF BISHOPVILLE,BUSH ROAD,Town,1972,6/11/15,SD,3.869,2015.4411,43.441096,0
Allegany,Almond Town,4.7 MI SW OF ALMOND,COUNTY ROAD 11,County,1986,4/21/14,N,4.977,2014.3014,28.30137,0
Allegany,Almond Town,1.0 MI SW OF ALMOND,COUNTY ROAD 11,County,1991,4/21/14,N,6.46,2014.3014,23.30137,0
Allegany,Almond Town,3.4 MILES SW OF ALMOND,COUNTY ROAD 11,County,1959,8/12/15,N,6.5,2015.611,56.610959,0
Allegany,Almond Town,3.1 MI NE OF W ALMOND,COUNTY ROAD 2,County,2008,4/28/14,N,6.886,2014.3205,6.3205479,0
Allegany,Almond Town,2.9 MI NE OF WEST ALMOND,COUNTY ROAD 2A,County,2004,11/5/14,N,6.902,2014.8438,10.843836,0
Allegany,Almond Town,0.4 MI NE OF BISHOPVILLE,COUNTY ROAD 32,County,2010,11/5/14,N,7,2014.8438,4.8438356,0
Allegany,Almond Town,3.7 MILES NW OF ALMOND,COUNTY ROAD 32,County,2009,6/16/15,N,6.51,2015.4548,6.4547945,0
Allegany,Almond Town,1.1 MI NE OF BISHOPVILLE,DOWNING ROAD,Town,1960,7/28/14,FO,4.37,2014.5699,54.569863,0
