age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
49,technician,married,tertiary,no,523,yes,no,cellular,3,apr,203,1,31,2,success,no
38,technician,married,tertiary,no,11766,yes,no,cellular,19,nov,280,1,-1,0,unknown,no
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,yes
41,management,married,secondary,no,5585,no,no,unknown,9,jun,772,1,-1,0,unknown,no
37,management,married,tertiary,no,657,no,no,unknown,6,jun,227,1,-1,0,unknown,no
48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes
31,services,single,secondary,no,-32,yes,no,unknown,23,may,157,1,-1,0,unknown,no
49,services,married,secondary,no,1084,yes,no,telephone,17,nov,99,1,-1,0,unknown,no
29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
28,self-employed,single,secondary,no,-395,yes,no,unknown,30,jun,141,4,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes
27,blue-collar,divorced,secondary,no,0,yes,no,telephone,13,may,363,1,359,3,failure,no
50,blue-collar,single,primary,no,1558,yes,no,cellular,3,feb,294,1,265,1,other,no
39,services,single,secondary,no,3,no,yes,unknown,3,jul,206,1,-1,0,unknown,no
39,self-employed,divorced,tertiary,no,1415,no,no,unknown,17,jun,134,1,-1,0,unknown,no
29,technician,single,secondary,yes,-33,no,yes,cellular,10,jul,171,1,-1,0,unknown,no
39,technician,married,secondary,no,94,no,no,unknown,16,jun,182,2,-1,0,unknown,no
57,retired,married,secondary,no,2774,no,no,cellular,18,aug,299,6,-1,0,unknown,no
50,technician,married,tertiary,no,267,yes,no,cellular,21,nov,30,1,-1,0,unknown,no
25,technician,single,secondary,no,-55,yes,yes,cellular,7,jul,242,1,-1,0,unknown,no
59,admin.,married,secondary,no,205,no,no,telephone,1,jun,277,1,-1,0,unknown,no
42,technician,married,secondary,no,1539,no,no,cellular,19,jun,63,5,211,2,failure,no
53,management,married,tertiary,no,1945,no,no,telephone,7,aug,262,7,-1,0,unknown,no
45,admin.,married,secondary,no,-261,yes,no,unknown,29,may,144,1,-1,0,unknown,no
60,technician,married,secondary,no,294,no,no,telephone,18,dec,104,5,198,4,success,no
53,admin.,married,secondary,no,769,no,no,cellular,4,aug,59,1,-1,0,unknown,no
28,admin.,single,secondary,no,19,no,no,cellular,8,jul,78,4,-1,0,unknown,no
53,retired,married,primary,no,759,yes,no,telephone,25,jul,702,5,-1,0,unknown,no
69,retired,married,primary,no,154,no,no,cellular,13,jul,144,4,-1,0,unknown,no
37,management,single,tertiary,no,340,no,no,cellular,11,aug,90,4,-1,0,unknown,no
47,management,married,tertiary,no,109,yes,no,cellular,16,apr,91,2,268,1,failure,no
47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,3,-1,0,unknown,yes
30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,unknown,yes
26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,yes
40,services,married,secondary,no,376,yes,yes,unknown,11,jun,268,2,-1,0,unknown,no
31,housemaid,single,tertiary,no,0,no,no,cellular,22,aug,78,3,-1,0,unknown,no
29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown,no
33,management,married,tertiary,no,299,no,no,cellular,11,aug,378,4,-1,0,unknown,no
58,blue-collar,married,primary,no,2547,no,no,unknown,15,may,174,4,-1,0,unknown,no
32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,no
58,blue-collar,married,primary,no,128,yes,no,telephone,30,jul,49,5,-1,0,unknown,no
43,services,married,secondary,no,508,yes,no,cellular,18,nov,200,1,172,1,failure,no
31,blue-collar,married,primary,no,-81,yes,no,cellular,22,jul,261,1,-1,0,unknown,no
27,technician,single,unknown,no,0,yes,no,cellular,2,feb,168,1,-1,0,unknown,no
42,admin.,married,secondary,no,437,yes,no,cellular,11,aug,120,3,190,1,failure,no
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,yes
58,housemaid,married,primary,no,11,yes,no,unknown,20,may,90,1,-1,0,unknown,no
46,technician,married,unknown,no,304,no,no,cellular,2,feb,202,2,-1,0,unknown,no
28,unemployed,single,tertiary,no,1638,no,no,cellular,29,jan,238,1,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,13,may,325,2,-1,0,unknown,no
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes
46,services,married,secondary,no,53,no,yes,cellular,28,jul,31,3,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
37,technician,married,secondary,no,-403,yes,no,unknown,30,may,31,6,-1,0,unknown,no
38,blue-collar,married,primary,no,630,yes,no,unknown,23,may,201,3,-1,0,unknown,no
33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no
45,technician,married,secondary,no,3601,yes,no,unknown,30,may,536,2,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,2780,yes,no,telephone,6,feb,81,3,-1,0,unknown,no
35,admin.,married,tertiary,no,6,no,no,cellular,26,aug,130,2,-1,0,unknown,no
45,management,married,tertiary,no,21024,yes,no,cellular,20,apr,73,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,4146,no,no,cellular,17,jul,628,1,-1,0,unknown,no
38,technician,married,secondary,no,10596,no,no,cellular,19,aug,195,1,197,4,other,yes
49,self-employed,divorced,secondary,no,6116,yes,no,cellular,21,nov,43,1,-1,0,unknown,no
38,admin.,married,secondary,no,505,yes,yes,cellular,21,nov,119,1,157,2,failure,no
50,technician,married,tertiary,no,0,no,yes,cellular,6,jul,257,1,85,7,failure,no
42,management,married,secondary,no,71,no,no,cellular,17,nov,80,1,-1,0,unknown,no
35,technician,single,secondary,no,300,yes,no,unknown,9,may,338,4,-1,0,unknown,no
27,services,married,secondary,no,2526,yes,no,cellular,23,jul,500,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,913,yes,no,cellular,23,jul,730,1,-1,0,unknown,no
59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
52,entrepreneur,married,secondary,no,10,no,yes,cellular,17,jul,72,3,-1,0,unknown,no
28,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,2,-1,0,unknown,yes
46,entrepreneur,married,tertiary,no,1920,no,no,cellular,22,aug,604,6,-1,0,unknown,yes
59,management,married,tertiary,no,96,no,yes,cellular,8,jul,55,1,-1,0,unknown,no
30,management,married,tertiary,no,319,yes,yes,cellular,16,jul,91,2,-1,0,unknown,no
59,management,single,tertiary,no,623,yes,no,cellular,7,jul,212,4,-1,0,unknown,no
55,technician,divorced,secondary,no,35,yes,no,cellular,20,aug,126,4,-1,0,unknown,no
48,technician,married,tertiary,no,310,no,no,unknown,6,may,135,1,-1,0,unknown,no
37,management,married,tertiary,no,591,yes,no,cellular,7,may,181,2,255,5,failure,no
27,unemployed,single,secondary,no,11,no,no,cellular,5,feb,257,1,-1,0,unknown,no
59,admin.,married,primary,no,6187,no,no,cellular,31,jul,114,4,-1,0,unknown,no
49,self-employed,divorced,tertiary,no,3293,no,no,cellular,8,mar,111,3,585,6,other,no
45,technician,married,tertiary,no,285,no,no,cellular,25,aug,202,7,-1,0,unknown,no
65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
46,blue-collar,married,secondary,no,524,yes,no,telephone,5,may,15,7,-1,0,unknown,no
41,admin.,married,primary,no,0,yes,no,cellular,6,may,184,2,323,1,failure,no
36,housemaid,married,secondary,no,0,no,yes,telephone,15,jul,571,3,-1,0,unknown,no
30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,unknown,no
51,self-employed,married,secondary,no,4920,no,no,telephone,2,jun,392,2,-1,0,unknown,no
44,management,married,tertiary,no,1138,no,no,cellular,27,aug,523,3,-1,0,unknown,yes
36,technician,married,secondary,no,5902,yes,no,unknown,23,may,219,4,-1,0,unknown,no
35,admin.,married,secondary,no,2374,yes,no,unknown,25,aug,5,1,14,7,success,no
47,blue-collar,married,secondary,no,265,yes,no,cellular,8,may,144,2,368,1,failure,no
36,blue-collar,divorced,secondary,no,3102,yes,no,cellular,16,apr,188,1,147,1,failure,no
35,management,married,tertiary,no,5367,no,no,cellular,2,mar,69,1,-1,0,unknown,no
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,1,279,1,failure,yes
46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
31,technician,single,tertiary,no,1051,no,no,cellular,25,aug,106,4,-1,0,unknown,no
46,blue-collar,married,primary,no,2269,yes,no,cellular,12,aug,73,2,-1,0,unknown,no
52,technician,married,secondary,no,2944,no,no,cellular,22,aug,22,18,-1,0,unknown,no
51,blue-collar,married,primary,no,48,no,yes,unknown,17,jun,130,1,-1,0,unknown,no
31,management,single,tertiary,no,9506,no,no,cellular,8,aug,321,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,0,yes,yes,cellular,5,may,358,1,-1,0,unknown,no
42,entrepreneur,married,secondary,no,0,yes,no,cellular,20,nov,73,4,-1,0,unknown,no
63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,490,1,-1,0,unknown,no
47,technician,married,secondary,no,6704,yes,no,cellular,20,nov,37,2,-1,0,unknown,no
56,management,divorced,unknown,no,854,no,no,cellular,27,may,121,1,-1,0,unknown,no
62,retired,married,secondary,no,1486,no,no,cellular,28,apr,56,2,-1,0,unknown,no
60,retired,married,secondary,no,263,no,no,cellular,2,jul,317,1,330,2,failure,no
55,management,married,unknown,no,1504,yes,no,cellular,22,may,338,2,-1,0,unknown,yes
46,admin.,married,secondary,no,2583,yes,no,cellular,10,jul,111,1,-1,0,unknown,no
45,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,failure,no
58,technician,married,secondary,no,201,no,no,cellular,10,jul,82,5,-1,0,unknown,no
34,management,single,tertiary,no,27,no,yes,cellular,22,jul,255,1,-1,0,unknown,no
26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,-1,0,unknown,no
52,blue-collar,single,primary,no,1400,no,no,cellular,30,jul,103,4,-1,0,unknown,no
54,services,married,unknown,no,324,no,no,cellular,29,aug,124,11,-1,0,unknown,no
28,blue-collar,single,secondary,no,369,yes,no,unknown,23,may,411,3,-1,0,unknown,no
43,management,married,tertiary,no,19,yes,no,unknown,30,may,126,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,4731,yes,no,unknown,2,jun,249,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,3007,yes,no,cellular,20,apr,19,5,-1,0,unknown,no
41,management,married,tertiary,no,-456,no,no,cellular,14,apr,427,4,144,1,failure,no
36,technician,single,tertiary,no,53,no,yes,cellular,18,aug,64,7,-1,0,unknown,no
49,unknown,married,secondary,no,4846,no,no,unknown,20,jun,638,9,-1,0,unknown,no
59,retired,married,secondary,no,19,no,yes,cellular,19,aug,271,3,-1,0,unknown,no
61,blue-collar,married,primary,no,7879,no,no,telephone,28,jul,186,9,-1,0,unknown,no
44,blue-collar,married,secondary,no,1025,yes,no,unknown,18,jun,200,1,-1,0,unknown,no
35,management,single,tertiary,no,1531,yes,no,cellular,19,nov,127,1,-1,0,unknown,no
36,management,married,secondary,no,873,yes,no,unknown,21,may,210,1,-1,0,unknown,no
44,blue-collar,married,primary,no,314,yes,no,unknown,30,may,742,2,-1,0,unknown,no
32,admin.,single,secondary,no,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,no
49,management,divorced,tertiary,yes,0,yes,no,unknown,12,may,345,2,-1,0,unknown,no
36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243,2,-1,0,unknown,no
50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,-1,0,unknown,no
35,management,married,secondary,no,674,no,no,cellular,8,aug,87,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,nov,65,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,-101,no,yes,cellular,29,jan,172,1,-1,0,unknown,no
29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,no
51,services,married,primary,no,0,no,no,cellular,8,aug,121,2,-1,0,unknown,no
75,retired,married,primary,no,3324,no,no,cellular,2,feb,149,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,220,yes,no,cellular,18,may,197,2,-1,0,unknown,no
34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no
37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,no
30,management,single,tertiary,no,1435,yes,no,cellular,17,nov,104,3,-1,0,unknown,no
37,admin.,single,secondary,no,9,yes,no,cellular,14,may,165,1,-1,0,unknown,no
50,blue-collar,married,primary,no,490,yes,no,unknown,28,may,151,3,-1,0,unknown,no
49,housemaid,married,primary,no,360,no,no,unknown,30,jun,6,1,-1,0,unknown,no
31,management,married,secondary,no,-453,yes,yes,cellular,17,jul,157,1,-1,0,unknown,no
50,management,married,secondary,no,-44,yes,no,unknown,27,may,45,1,-1,0,unknown,no
38,blue-collar,married,primary,no,362,yes,no,unknown,8,may,100,5,-1,0,unknown,no
39,services,single,secondary,no,158,yes,no,unknown,6,jun,354,2,-1,0,unknown,no
35,management,single,tertiary,no,134,no,no,cellular,4,feb,219,1,-1,0,unknown,no
48,services,divorced,secondary,no,0,yes,yes,unknown,15,may,263,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,224,no,yes,telephone,8,jul,17,4,-1,0,unknown,no
30,management,married,tertiary,no,6432,yes,no,cellular,21,nov,206,2,119,3,other,no
21,management,single,secondary,no,691,no,no,cellular,13,aug,219,1,101,2,other,no
33,blue-collar,single,secondary,no,33,yes,no,unknown,9,may,557,1,-1,0,unknown,no
34,blue-collar,married,primary,no,-78,yes,no,unknown,9,may,198,1,-1,0,unknown,no
41,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,no
46,admin.,married,secondary,no,979,yes,no,cellular,20,aug,80,5,-1,0,unknown,no
33,management,single,tertiary,no,239,no,no,unknown,12,may,65,5,-1,0,unknown,no
39,technician,married,secondary,no,287,yes,no,unknown,23,may,63,1,-1,0,unknown,no
32,services,single,secondary,no,80,yes,no,telephone,19,nov,475,2,-1,0,unknown,no
48,technician,married,secondary,no,1981,yes,no,cellular,16,jun,404,3,92,5,failure,no
52,management,married,primary,no,226,yes,no,unknown,9,may,86,4,-1,0,unknown,no
43,services,married,primary,no,29,no,no,telephone,7,jul,259,8,-1,0,unknown,no
34,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown,no
43,management,married,tertiary,no,1825,yes,no,unknown,20,may,742,2,-1,0,unknown,no
69,retired,divorced,secondary,no,4189,no,no,cellular,18,oct,138,4,96,2,success,no
48,entrepreneur,divorced,tertiary,no,3520,yes,no,cellular,20,nov,73,4,-1,0,unknown,no
46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown,no
37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
53,management,divorced,tertiary,no,2152,no,no,cellular,13,feb,75,3,-1,0,unknown,yes
33,student,single,secondary,no,1883,yes,no,cellular,3,feb,121,5,256,1,failure,no
35,blue-collar,married,secondary,no,-281,yes,no,unknown,16,jun,15,15,-1,0,unknown,no
34,blue-collar,single,primary,no,-343,yes,yes,cellular,19,nov,207,1,-1,0,unknown,no
34,services,single,tertiary,no,88,no,no,cellular,26,feb,180,1,-1,0,unknown,no
39,technician,divorced,tertiary,no,1832,no,no,unknown,16,jun,353,2,-1,0,unknown,no
56,blue-collar,divorced,primary,no,190,yes,no,cellular,12,may,15,8,351,9,other,no
79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no
41,admin.,divorced,secondary,no,1088,yes,no,cellular,28,jan,138,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,no
29,management,single,secondary,no,966,no,no,cellular,9,jul,1185,1,396,2,other,no
33,technician,married,secondary,no,6947,yes,no,cellular,20,apr,250,2,-1,0,unknown,no
34,management,married,tertiary,no,3064,yes,no,cellular,17,jul,324,1,-1,0,unknown,no
38,admin.,married,tertiary,no,69,no,no,cellular,17,apr,140,2,-1,0,unknown,no
32,management,married,secondary,no,14611,yes,no,cellular,17,jul,67,1,-1,0,unknown,no
33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other,no
36,blue-collar,married,secondary,no,1392,no,yes,cellular,17,nov,231,1,-1,0,unknown,no
53,entrepreneur,married,unknown,no,19850,no,no,cellular,18,nov,52,1,165,1,failure,no
57,retired,married,secondary,no,8,no,no,cellular,11,jul,93,2,-1,0,unknown,no
43,technician,divorced,secondary,no,87,yes,no,cellular,28,jan,130,1,247,2,failure,no
59,management,divorced,secondary,no,0,no,no,cellular,22,aug,125,2,-1,0,unknown,no
33,services,married,secondary,no,204,yes,yes,cellular,12,may,142,2,357,3,failure,no
32,unemployed,single,unknown,no,4,no,no,cellular,9,feb,35,2,-1,0,unknown,no
46,technician,married,tertiary,no,529,yes,yes,cellular,29,jul,208,2,-1,0,unknown,no
26,technician,single,tertiary,no,2781,yes,no,cellular,30,apr,132,1,-1,0,unknown,no
54,management,divorced,secondary,no,155,yes,no,unknown,14,may,75,1,-1,0,unknown,no
40,technician,married,secondary,no,192,no,no,cellular,7,aug,266,2,-1,0,unknown,no
40,technician,single,tertiary,no,47,no,no,cellular,20,aug,110,4,-1,0,unknown,no
34,management,single,tertiary,no,1058,yes,no,unknown,28,may,864,2,-1,0,unknown,yes
51,entrepreneur,married,secondary,no,653,yes,no,cellular,20,nov,16,9,112,37,other,no
59,management,married,tertiary,no,3969,no,no,cellular,18,nov,464,3,-1,0,unknown,no
34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,714,1,-1,0,unknown,yes
68,retired,married,primary,no,0,no,no,telephone,15,jan,814,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,171,yes,no,cellular,13,may,96,1,364,1,failure,no
31,blue-collar,single,secondary,no,1139,yes,no,cellular,22,jul,101,1,-1,0,unknown,no
57,blue-collar,married,primary,no,179,no,no,unknown,9,jun,230,3,-1,0,unknown,no
28,self-employed,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,unknown,no
42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,113,1,-1,0,unknown,no
57,services,married,primary,no,53,no,no,cellular,6,aug,86,2,-1,0,unknown,no
26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
31,admin.,married,secondary,no,84,yes,no,cellular,22,jul,580,3,-1,0,unknown,no
30,management,single,tertiary,no,849,yes,no,unknown,28,may,261,6,-1,0,unknown,no
42,admin.,single,secondary,no,664,yes,no,cellular,13,may,113,1,-1,0,unknown,no
43,blue-collar,married,primary,no,2598,no,no,cellular,5,may,272,2,-1,0,unknown,no
38,admin.,married,secondary,no,1280,yes,no,cellular,6,apr,916,1,-1,0,unknown,no
41,management,married,tertiary,no,676,no,no,unknown,17,jun,78,1,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,6,may,343,3,351,1,failure,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes
53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,unknown,yes
52,blue-collar,married,primary,no,1007,yes,no,unknown,16,may,248,2,-1,0,unknown,no
46,services,single,secondary,no,389,no,no,telephone,31,jul,46,4,-1,0,unknown,no
35,management,married,tertiary,no,260,no,no,cellular,7,aug,358,2,-1,0,unknown,no
30,technician,married,secondary,no,817,yes,no,cellular,22,aug,180,4,-1,0,unknown,no
29,technician,married,tertiary,no,534,no,no,cellular,30,apr,452,2,-1,0,unknown,no
26,management,single,tertiary,no,2725,no,no,cellular,28,jan,267,1,-1,0,unknown,no
32,management,married,tertiary,no,2516,no,no,cellular,17,nov,595,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,1575,yes,no,unknown,27,may,148,3,-1,0,unknown,no
77,retired,married,unknown,no,38,no,no,telephone,3,feb,261,1,-1,0,unknown,no
48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown,no
52,management,married,tertiary,no,291,no,no,cellular,21,aug,150,3,-1,0,unknown,no
56,management,married,secondary,no,819,no,no,unknown,9,jun,55,1,-1,0,unknown,no
48,services,married,secondary,no,22,no,no,cellular,2,feb,429,2,-1,0,unknown,no
50,blue-collar,married,primary,no,383,no,no,telephone,2,oct,382,2,-1,0,unknown,no
47,management,single,tertiary,no,0,yes,no,cellular,19,nov,50,2,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,25,may,115,2,103,1,success,no
35,management,married,tertiary,no,-4,no,no,cellular,8,aug,129,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,11854,yes,no,cellular,15,may,15,9,-1,0,unknown,no
36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,640,1,127,5,failure,no
50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,366,1,other,no
41,self-employed,married,primary,no,204,no,no,cellular,13,aug,111,7,-1,0,unknown,no
35,management,married,tertiary,no,4038,yes,yes,unknown,27,may,160,6,-1,0,unknown,no
26,technician,single,secondary,no,2087,no,no,unknown,8,may,151,1,-1,0,unknown,no
44,technician,married,unknown,no,185,yes,yes,unknown,8,may,63,1,-1,0,unknown,no
30,management,single,tertiary,no,414,no,no,cellular,18,nov,635,5,-1,0,unknown,no
33,admin.,married,secondary,no,2,yes,yes,cellular,28,jul,85,12,-1,0,unknown,no
48,blue-collar,married,primary,no,583,no,no,cellular,18,aug,260,8,-1,0,unknown,no
36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,nov,690,3,183,2,failure,no
38,blue-collar,married,secondary,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown,no
29,management,married,tertiary,no,1022,yes,no,cellular,24,jul,408,1,-1,0,unknown,no
59,retired,married,unknown,no,575,no,no,cellular,22,aug,146,3,-1,0,unknown,no
30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,1,-1,0,unknown,no
36,entrepreneur,married,primary,no,6317,no,no,unknown,12,jun,478,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1109,yes,no,cellular,19,aug,221,12,-1,0,unknown,no
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,yes
43,entrepreneur,married,tertiary,no,396,no,no,unknown,11,jun,105,3,-1,0,unknown,no
35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
37,technician,married,secondary,no,157,yes,no,unknown,7,may,238,2,-1,0,unknown,no
47,housemaid,married,secondary,no,1152,no,no,telephone,7,jul,260,13,-1,0,unknown,no
50,management,married,tertiary,no,4374,yes,no,cellular,21,nov,163,2,113,3,failure,no
59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,yes
63,retired,married,primary,no,12067,no,no,telephone,20,oct,2187,1,-1,0,unknown,no
48,blue-collar,married,primary,no,1001,yes,no,unknown,15,may,422,2,-1,0,unknown,no
39,management,married,primary,no,197,yes,no,cellular,15,may,193,1,-1,0,unknown,no
29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown,yes
51,services,married,secondary,no,-467,no,no,unknown,9,jun,216,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes
37,admin.,single,secondary,no,310,no,yes,cellular,6,feb,179,1,-1,0,unknown,no
32,services,married,secondary,no,442,yes,no,unknown,8,may,207,1,-1,0,unknown,no
41,blue-collar,married,secondary,yes,-204,yes,no,unknown,15,may,50,7,-1,0,unknown,no
37,blue-collar,married,primary,no,33,no,yes,cellular,8,jul,483,2,-1,0,unknown,no
29,blue-collar,married,primary,no,715,yes,no,unknown,27,may,170,1,-1,0,unknown,no
51,services,divorced,secondary,no,-69,yes,no,unknown,7,may,216,3,-1,0,unknown,no
31,admin.,single,secondary,no,476,no,no,cellular,9,feb,284,2,-1,0,unknown,no
60,management,married,tertiary,no,651,no,no,unknown,20,jun,155,2,-1,0,unknown,no
29,technician,single,secondary,no,213,yes,no,cellular,15,may,174,1,361,1,failure,no
76,retired,divorced,primary,no,802,no,no,cellular,9,sep,475,5,-1,0,unknown,yes
54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,no
52,management,married,unknown,no,1708,no,no,unknown,6,sep,310,1,75,4,failure,yes
36,services,single,primary,no,58,yes,no,unknown,6,may,134,1,-1,0,unknown,no
30,management,single,tertiary,no,1456,yes,no,cellular,20,nov,227,1,-1,0,unknown,no
30,blue-collar,married,primary,no,-5,yes,no,cellular,18,may,518,2,-1,0,unknown,no
45,blue-collar,married,primary,no,900,yes,no,unknown,9,jun,213,1,-1,0,unknown,no
55,self-employed,divorced,secondary,no,0,no,no,cellular,29,jul,94,2,-1,0,unknown,no
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,yes
31,management,single,tertiary,no,2983,yes,no,cellular,2,jul,153,1,-1,0,unknown,no
42,technician,married,secondary,no,769,no,no,unknown,5,jun,90,1,-1,0,unknown,no
56,services,divorced,secondary,no,140,no,no,cellular,10,jul,173,1,-1,0,unknown,no
32,technician,single,secondary,no,540,no,yes,cellular,29,jan,750,1,-1,0,unknown,yes
35,entrepreneur,married,tertiary,no,753,no,no,cellular,7,aug,187,4,-1,0,unknown,no
39,management,single,tertiary,no,220,yes,no,unknown,8,may,87,2,-1,0,unknown,no
30,self-employed,divorced,secondary,no,92,yes,no,unknown,17,jun,78,10,-1,0,unknown,no
34,management,single,tertiary,no,-281,no,no,cellular,29,aug,56,6,-1,0,unknown,no
29,technician,single,secondary,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,no
53,management,married,tertiary,no,761,no,yes,cellular,28,aug,85,6,-1,0,unknown,no
29,blue-collar,married,primary,no,10045,yes,no,cellular,16,apr,617,1,322,4,failure,no
54,blue-collar,divorced,primary,no,2227,yes,no,unknown,2,jun,45,3,-1,0,unknown,no
45,admin.,married,secondary,no,-31,yes,no,unknown,14,may,295,2,-1,0,unknown,no
38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown,no
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,1,-1,0,unknown,yes
29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown,yes
36,management,married,tertiary,no,2687,no,no,cellular,16,apr,58,3,-1,0,unknown,no
44,admin.,divorced,secondary,no,-43,yes,yes,cellular,20,apr,206,1,-1,0,unknown,no
59,blue-collar,married,primary,no,638,no,no,cellular,6,aug,170,2,-1,0,unknown,no
27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,385,5,-1,0,unknown,no
43,blue-collar,married,secondary,no,536,no,no,telephone,28,jul,185,12,-1,0,unknown,no
46,admin.,single,secondary,no,533,no,no,cellular,22,may,71,1,-1,0,unknown,no
